Herb_id,Ingredient_id
HERB000868,HBIN045194
HERB000868,HBIN045205
HERB000868,HBIN046370
HERB000868,HBIN046550
HERB000868,HBIN046555
HERB000868,HBIN047613
HERB000868,HBIN047744
HERB000868,HBIN048043
HERB000868,HBIN048166
HERB000868,HBIN049018
HERB001210,HBIN001584
HERB001210,HBIN002579
HERB001210,HBIN003405
HERB001210,HBIN004555
HERB001210,HBIN007446
HERB001210,HBIN008360
HERB001210,HBIN010673
HERB001210,HBIN011719
HERB001210,HBIN011869
HERB001210,HBIN012338
HERB001210,HBIN012667
HERB001210,HBIN012857
HERB001210,HBIN013503
HERB001210,HBIN014684
HERB001210,HBIN015333
HERB001210,HBIN015448
HERB001210,HBIN015462
HERB001210,HBIN015651
HERB001210,HBIN015704
HERB001210,HBIN015949
HERB001210,HBIN016087
HERB001210,HBIN016201
HERB001210,HBIN017987
HERB001210,HBIN018012
HERB001210,HBIN018019
HERB001210,HBIN018094
HERB001210,HBIN018278
HERB001210,HBIN018337
HERB001210,HBIN018952
HERB001210,HBIN019062
HERB001210,HBIN019252
HERB001210,HBIN019493
HERB001210,HBIN019507
HERB001210,HBIN020014
HERB001210,HBIN020253
HERB001210,HBIN020406
HERB001210,HBIN020876
HERB001210,HBIN020955
HERB001210,HBIN021167
HERB001210,HBIN021168
HERB001210,HBIN021368
HERB001210,HBIN021904
HERB001210,HBIN021921
HERB001210,HBIN021985
HERB001210,HBIN021990
HERB001210,HBIN022017
HERB001210,HBIN022407
HERB001210,HBIN023522
HERB001210,HBIN024384
HERB001210,HBIN025885
HERB001210,HBIN026019
HERB001210,HBIN026379
HERB001210,HBIN026440
HERB001210,HBIN026465
HERB001210,HBIN026468
HERB001210,HBIN028522
HERB001210,HBIN029013
HERB001210,HBIN029328
HERB001210,HBIN029443
HERB001210,HBIN029840
HERB001210,HBIN030634
HERB001210,HBIN030728
HERB001210,HBIN030734
HERB001210,HBIN030819
HERB001210,HBIN031367
HERB001210,HBIN032850
HERB001210,HBIN033036
HERB001210,HBIN033170
HERB001210,HBIN033198
HERB001210,HBIN034524
HERB001210,HBIN034783
HERB001210,HBIN035120
HERB001210,HBIN035376
HERB001210,HBIN035798
HERB001210,HBIN036067
HERB001210,HBIN036159
HERB001210,HBIN036162
HERB001210,HBIN036308
HERB001210,HBIN036907
HERB001210,HBIN037213
HERB001210,HBIN037250
HERB001210,HBIN037629
HERB001210,HBIN037713
HERB001210,HBIN038398
HERB001210,HBIN038486
HERB001210,HBIN038680
HERB001210,HBIN039000
HERB001210,HBIN040347
HERB001210,HBIN042760
HERB001210,HBIN043445
HERB001210,HBIN043446
HERB001210,HBIN043549
HERB001210,HBIN043605
HERB001210,HBIN043727
HERB001210,HBIN043728
HERB001210,HBIN043729
HERB001210,HBIN044506
HERB001210,HBIN044918
HERB001210,HBIN045062
HERB001210,HBIN045071
HERB001210,HBIN046033
HERB001210,HBIN046494
HERB001210,HBIN047017
HERB001210,HBIN047260
HERB001210,HBIN047561
HERB001210,HBIN047563
HERB001210,HBIN047579
HERB001210,HBIN047744
HERB001210,HBIN048349
HERB001210,HBIN048749
HERB001210,HBIN049035
HERB001251,HBIN012667
HERB001251,HBIN014630
HERB001251,HBIN014748
HERB001251,HBIN019909
HERB001251,HBIN022888
HERB001251,HBIN027103
HERB001251,HBIN042020
HERB001251,HBIN042854
HERB001915,HBIN000021
HERB001915,HBIN000526
HERB001915,HBIN000569
HERB001915,HBIN000864
HERB001915,HBIN002102
HERB001915,HBIN002159
HERB001915,HBIN004382
HERB001915,HBIN004386
HERB001915,HBIN004438
HERB001915,HBIN004443
HERB001915,HBIN004449
HERB001915,HBIN004455
HERB001915,HBIN004456
HERB001915,HBIN004457
HERB001915,HBIN004459
HERB001915,HBIN004468
HERB001915,HBIN004472
HERB001915,HBIN004498
HERB001915,HBIN006351
HERB001915,HBIN006982
HERB001915,HBIN006984
HERB001915,HBIN006987
HERB001915,HBIN010180
HERB001915,HBIN010184
HERB001915,HBIN010207
HERB001915,HBIN013413
HERB001915,HBIN015704
HERB001915,HBIN015955
HERB001915,HBIN016080
HERB001915,HBIN017334
HERB001915,HBIN017440
HERB001915,HBIN017893
HERB001915,HBIN018006
HERB001915,HBIN018021
HERB001915,HBIN018163
HERB001915,HBIN018278
HERB001915,HBIN019298
HERB001915,HBIN019475
HERB001915,HBIN019762
HERB001915,HBIN020014
HERB001915,HBIN020270
HERB001915,HBIN020363
HERB001915,HBIN020657
HERB001915,HBIN020706
HERB001915,HBIN020909
HERB001915,HBIN020984
HERB001915,HBIN021005
HERB001915,HBIN021292
HERB001915,HBIN021430
HERB001915,HBIN021796
HERB001915,HBIN021802
HERB001915,HBIN021899
HERB001915,HBIN022077
HERB001915,HBIN022142
HERB001915,HBIN022143
HERB001915,HBIN022145
HERB001915,HBIN022208
HERB001915,HBIN022771
HERB001915,HBIN022815
HERB001915,HBIN023190
HERB001915,HBIN023533
HERB001915,HBIN023839
HERB001915,HBIN024930
HERB001915,HBIN025268
HERB001915,HBIN025796
HERB001915,HBIN025820
HERB001915,HBIN025882
HERB001915,HBIN025944
HERB001915,HBIN025980
HERB001915,HBIN026062
HERB001915,HBIN026067
HERB001915,HBIN026390
HERB001915,HBIN026465
HERB001915,HBIN026806
HERB001915,HBIN026807
HERB001915,HBIN027103
HERB001915,HBIN027528
HERB001915,HBIN028141
HERB001915,HBIN028793
HERB001915,HBIN029260
HERB001915,HBIN029851
HERB001915,HBIN030728
HERB001915,HBIN031229
HERB001915,HBIN031499
HERB001915,HBIN032602
HERB001915,HBIN032622
HERB001915,HBIN032634
HERB001915,HBIN032709
HERB001915,HBIN032754
HERB001915,HBIN033265
HERB001915,HBIN033330
HERB001915,HBIN033560
HERB001915,HBIN033751
HERB001915,HBIN033753
HERB001915,HBIN034389
HERB001915,HBIN035214
HERB001915,HBIN035297
HERB001915,HBIN035353
HERB001915,HBIN035598
HERB001915,HBIN036067
HERB001915,HBIN036159
HERB001915,HBIN036907
HERB001915,HBIN037045
HERB001915,HBIN037220
HERB001915,HBIN037672
HERB001915,HBIN037721
HERB001915,HBIN038393
HERB001915,HBIN038445
HERB001915,HBIN038476
HERB001915,HBIN038627
HERB001915,HBIN038666
HERB001915,HBIN038680
HERB001915,HBIN039150
HERB001915,HBIN039386
HERB001915,HBIN039756
HERB001915,HBIN040908
HERB001915,HBIN041495
HERB001915,HBIN042307
HERB001915,HBIN042670
HERB001915,HBIN042759
HERB001915,HBIN042760
HERB001915,HBIN043445
HERB001915,HBIN043446
HERB001915,HBIN044918
HERB001915,HBIN045031
HERB001915,HBIN045576
HERB001915,HBIN046019
HERB001915,HBIN046033
HERB001915,HBIN046736
HERB001915,HBIN046738
HERB001915,HBIN048043
HERB001915,HBIN048047
HERB001915,HBIN048396
HERB001915,HBIN048861
HERB001915,HBIN048863
HERB003988,HBIN003048
HERB003988,HBIN009359
HERB003988,HBIN014294
HERB003988,HBIN015955
HERB003988,HBIN016408
HERB003988,HBIN019094
HERB003988,HBIN019826
HERB003988,HBIN019978
HERB003988,HBIN021590
HERB003988,HBIN023264
HERB003988,HBIN024801
HERB003988,HBIN025758
HERB003988,HBIN028041
HERB003988,HBIN030660
HERB003988,HBIN033803
HERB003988,HBIN033853
HERB003988,HBIN036905
HERB003988,HBIN036907
HERB003988,HBIN039419
HERB003988,HBIN040658
HERB003988,HBIN040908
HERB003988,HBIN041495
HERB003988,HBIN048224
HERB003988,HBIN048579
HERB003988,HBIN048958
HERB003708,HBIN018223
HERB003708,HBIN024164
HERB003708,HBIN037940
HERB003708,HBIN044918
HERB003708,HBIN047579
HERB004013,HBIN003176
HERB004013,HBIN007288
HERB004013,HBIN007867
HERB004013,HBIN008663
HERB004013,HBIN011060
HERB004013,HBIN012422
HERB004013,HBIN016494
HERB004013,HBIN016505
HERB004013,HBIN017408
HERB004013,HBIN018048
HERB004013,HBIN018781
HERB004013,HBIN019298
HERB004013,HBIN019921
HERB004013,HBIN021166
HERB004013,HBIN023184
HERB004013,HBIN023404
HERB004013,HBIN024107
HERB004013,HBIN026067
HERB004013,HBIN029328
HERB004013,HBIN029831
HERB004013,HBIN031032
HERB004013,HBIN031102
HERB004013,HBIN031753
HERB004013,HBIN034094
HERB004013,HBIN034281
HERB004013,HBIN034384
HERB004013,HBIN035415
HERB004013,HBIN035849
HERB004013,HBIN037768
HERB004013,HBIN037936
HERB004013,HBIN037940
HERB004013,HBIN038026
HERB004013,HBIN038387
HERB004013,HBIN038494
HERB004013,HBIN038606
HERB004013,HBIN038627
HERB004013,HBIN038628
HERB004013,HBIN038629
HERB004013,HBIN039419
HERB004013,HBIN041495
HERB004013,HBIN041726
HERB004013,HBIN043221
HERB004013,HBIN043228
HERB004013,HBIN045099
HERB004013,HBIN045115
HERB004013,HBIN047242
HERB004013,HBIN047738
HERB004013,HBIN048349
HERB004013,HBIN048464
HERB004242,HBIN000102
HERB004242,HBIN000320
HERB004242,HBIN001681
HERB004242,HBIN002102
HERB004242,HBIN010400
HERB004242,HBIN010884
HERB004242,HBIN011869
HERB004242,HBIN012366
HERB004242,HBIN012564
HERB004242,HBIN012818
HERB004242,HBIN014630
HERB004242,HBIN015210
HERB004242,HBIN015211
HERB004242,HBIN015448
HERB004242,HBIN015462
HERB004242,HBIN015469
HERB004242,HBIN015517
HERB004242,HBIN015547
HERB004242,HBIN015580
HERB004242,HBIN015651
HERB004242,HBIN015667
HERB004242,HBIN015668
HERB004242,HBIN015704
HERB004242,HBIN015849
HERB004242,HBIN016408
HERB004242,HBIN017987
HERB004242,HBIN018012
HERB004242,HBIN018017
HERB004242,HBIN018094
HERB004242,HBIN018110
HERB004242,HBIN018117
HERB004242,HBIN018278
HERB004242,HBIN018729
HERB004242,HBIN019298
HERB004242,HBIN019493
HERB004242,HBIN019502
HERB004242,HBIN020014
HERB004242,HBIN020955
HERB004242,HBIN020981
HERB004242,HBIN021356
HERB004242,HBIN021357
HERB004242,HBIN021590
HERB004242,HBIN021823
HERB004242,HBIN022577
HERB004242,HBIN022596
HERB004242,HBIN022599
HERB004242,HBIN022815
HERB004242,HBIN023039
HERB004242,HBIN023213
HERB004242,HBIN024326
HERB004242,HBIN024822
HERB004242,HBIN024976
HERB004242,HBIN024978
HERB004242,HBIN025593
HERB004242,HBIN025875
HERB004242,HBIN025940
HERB004242,HBIN026067
HERB004242,HBIN026072
HERB004242,HBIN026385
HERB004242,HBIN026388
HERB004242,HBIN027527
HERB004242,HBIN027528
HERB004242,HBIN027660
HERB004242,HBIN027661
HERB004242,HBIN028196
HERB004242,HBIN028197
HERB004242,HBIN029341
HERB004242,HBIN029771
HERB004242,HBIN030507
HERB004242,HBIN030767
HERB004242,HBIN031753
HERB004242,HBIN032807
HERB004242,HBIN033170
HERB004242,HBIN033265
HERB004242,HBIN033428
HERB004242,HBIN033803
HERB004242,HBIN033853
HERB004242,HBIN035142
HERB004242,HBIN035246
HERB004242,HBIN035817
HERB004242,HBIN036795
HERB004242,HBIN037251
HERB004242,HBIN037254
HERB004242,HBIN037499
HERB004242,HBIN037795
HERB004242,HBIN037940
HERB004242,HBIN037943
HERB004242,HBIN038018
HERB004242,HBIN038086
HERB004242,HBIN039070
HERB004242,HBIN039228
HERB004242,HBIN040831
HERB004242,HBIN040840
HERB004242,HBIN041495
HERB004242,HBIN041726
HERB004242,HBIN041916
HERB004242,HBIN042339
HERB004242,HBIN042670
HERB004242,HBIN042762
HERB004242,HBIN042854
HERB004242,HBIN043947
HERB004242,HBIN044070
HERB004242,HBIN045073
HERB004242,HBIN045672
HERB004242,HBIN045972
HERB004242,HBIN045980
HERB004242,HBIN046570
HERB004242,HBIN046986
HERB004242,HBIN047452
HERB004242,HBIN047613
HERB004242,HBIN048166
HERB004242,HBIN048989
HERB004242,HBIN048992
HERB004242,HBIN048994
HERB004242,HBIN049090
HERB004832,HBIN002102
HERB004832,HBIN006599
HERB004832,HBIN007665
HERB004832,HBIN007891
HERB004832,HBIN007995
HERB004832,HBIN014399
HERB004832,HBIN014684
HERB004832,HBIN015467
HERB004832,HBIN015651
HERB004832,HBIN015934
HERB004832,HBIN016275
HERB004832,HBIN017212
HERB004832,HBIN018006
HERB004832,HBIN018278
HERB004832,HBIN018341
HERB004832,HBIN018951
HERB004832,HBIN019111
HERB004832,HBIN019298
HERB004832,HBIN019449
HERB004832,HBIN019688
HERB004832,HBIN019762
HERB004832,HBIN020921
HERB004832,HBIN020984
HERB004832,HBIN021357
HERB004832,HBIN021703
HERB004832,HBIN022076
HERB004832,HBIN022077
HERB004832,HBIN022815
HERB004832,HBIN024749
HERB004832,HBIN024786
HERB004832,HBIN024930
HERB004832,HBIN026609
HERB004832,HBIN026826
HERB004832,HBIN026938
HERB004832,HBIN026990
HERB004832,HBIN027528
HERB004832,HBIN028946
HERB004832,HBIN029979
HERB004832,HBIN029981
HERB004832,HBIN031753
HERB004832,HBIN033339
HERB004832,HBIN034811
HERB004832,HBIN034829
HERB004832,HBIN035598
HERB004832,HBIN035746
HERB004832,HBIN036092
HERB004832,HBIN036159
HERB004832,HBIN036308
HERB004832,HBIN037207
HERB004832,HBIN037213
HERB004832,HBIN037254
HERB004832,HBIN037721
HERB004832,HBIN038026
HERB004832,HBIN038445
HERB004832,HBIN038680
HERB004832,HBIN038785
HERB004832,HBIN040905
HERB004832,HBIN041334
HERB004832,HBIN041450
HERB004832,HBIN041495
HERB004832,HBIN042339
HERB004832,HBIN042670
HERB004832,HBIN042759
HERB004832,HBIN044730
HERB004832,HBIN045028
HERB004832,HBIN045062
HERB004832,HBIN045485
HERB004832,HBIN045516
HERB004832,HBIN046033
HERB004832,HBIN046523
HERB004832,HBIN047752
HERB004832,HBIN048043
HERB004832,HBIN048047
HERB004832,HBIN048342
HERB000403,HBIN014693
HERB000403,HBIN015226
HERB000403,HBIN015510
HERB000403,HBIN015533
HERB000403,HBIN015547
HERB000403,HBIN015866
HERB000403,HBIN017285
HERB000403,HBIN017286
HERB000403,HBIN017298
HERB000403,HBIN017300
HERB000403,HBIN017303
HERB000403,HBIN017912
HERB000403,HBIN018012
HERB000403,HBIN018019
HERB000403,HBIN018094
HERB000403,HBIN018110
HERB000403,HBIN018148
HERB000403,HBIN018183
HERB000403,HBIN018278
HERB000403,HBIN019298
HERB000403,HBIN020363
HERB000403,HBIN021168
HERB000403,HBIN021608
HERB000403,HBIN024528
HERB000403,HBIN024930
HERB000403,HBIN024976
HERB000403,HBIN024978
HERB000403,HBIN025699
HERB000403,HBIN026058
HERB000403,HBIN026343
HERB000403,HBIN026440
HERB000403,HBIN026465
HERB000403,HBIN027158
HERB000403,HBIN028476
HERB000403,HBIN029163
HERB000403,HBIN029419
HERB000403,HBIN030819
HERB000403,HBIN031031
HERB000403,HBIN031102
HERB000403,HBIN033339
HERB000403,HBIN033751
HERB000403,HBIN034083
HERB000403,HBIN034297
HERB000403,HBIN036092
HERB000403,HBIN036446
HERB000403,HBIN037274
HERB000403,HBIN038752
HERB000403,HBIN041121
HERB000403,HBIN041495
HERB000403,HBIN042670
HERB000403,HBIN042852
HERB000403,HBIN043445
HERB000403,HBIN043565
HERB000403,HBIN044070
HERB000403,HBIN044918
HERB000403,HBIN044927
HERB000403,HBIN047242
HERB000403,HBIN047579
HERB000403,HBIN047654
HERB000403,HBIN047738
HERB000403,HBIN048464
