Syndrome_id,SYMBOL
Syndrome 1,CD93
Syndrome 1,CDC25B
Syndrome 1,CDC37L1
Syndrome 1,CDC73
Syndrome 1,CDIP1
Syndrome 1,CDK12
Syndrome 1,CDK2
Syndrome 1,CDK4
Syndrome 1,CDKAL1
Syndrome 1,CDKN1A
Syndrome 1,CDR2L
Syndrome 1,CEL
Syndrome 1,CELA2A
Syndrome 1,CELA2B
Syndrome 1,CELA3B
Syndrome 1,CEMIP2
Syndrome 1,CENPC
Syndrome 1,CENPX
Syndrome 1,CEP128
Syndrome 1,CEP135
Syndrome 1,CEP170B
Syndrome 1,CEP55
Syndrome 1,CEP68
Syndrome 1,CEP70
Syndrome 1,CEP72
Syndrome 1,CEP89
Syndrome 1,CERS5
Syndrome 1,CFAP251
Syndrome 1,CFAP298
Syndrome 1,CFB
Syndrome 1,CFC1
Syndrome 1,CFC1B
Syndrome 1,CFD
Syndrome 1,CFI
Syndrome 1,CGNL1
Syndrome 1,CHCHD10
Syndrome 1,CHEK1
Syndrome 1,CHI3L1
Syndrome 1,CHKA
Syndrome 1,CHKB-CPT1B
Syndrome 1,CHML
Syndrome 1,CHPF
Syndrome 1,CHRFAM7A
Syndrome 1,CHRM4
Syndrome 1,CHRNA3
Syndrome 1,CHRNA6
Syndrome 1,CHRNA9
Syndrome 1,CHRNB1
Syndrome 1,CHRNB2
Syndrome 1,CHRNB3
Syndrome 1,CHRNB4
Syndrome 1,CHST13
Syndrome 1,CHST15
Syndrome 1,CHTF18
Syndrome 1,CHTF8
Syndrome 1,CIDEC
Syndrome 1,CLDN1
Syndrome 1,CLDN14
Syndrome 1,CLIP2
Syndrome 1,CLN5
Syndrome 1,CLPX
Syndrome 1,CNOT8
Syndrome 1,CNTRL
Syndrome 1,COBLL1
Syndrome 1,COIL
Syndrome 1,COMMD1
Syndrome 1,COMMD10
Syndrome 1,COMMD8
Syndrome 1,COPS4
Syndrome 1,COQ3
Syndrome 1,CORIN
Syndrome 1,CORO2B
Syndrome 1,COX11
Syndrome 1,COX19
Syndrome 1,COX20
Syndrome 1,CPED1
Syndrome 1,CPNE2
Syndrome 1,CRB2
Syndrome 1,CREB3L2
Syndrome 1,CRIPT
Syndrome 1,CRLF3
Syndrome 1,CRYGS
Syndrome 1,CRYZL1
Syndrome 1,CSF1
Syndrome 1,CSF2RA
Syndrome 1,CSF2RB
Syndrome 1,CSH1
Syndrome 1,CSK
Syndrome 1,CSKMT
Syndrome 1,CTC1
Syndrome 1,CTH
Syndrome 1,CTHRC1
Syndrome 1,CTNNA1
Syndrome 1,CTRB1
Syndrome 1,CTRB2
Syndrome 1,CTRC
Syndrome 1,CTRL
Syndrome 1,CTSC
Syndrome 1,CTSD
Syndrome 1,CTSG
Syndrome 1,CTSH
Syndrome 1,CTSK
Syndrome 1,CTSV
Syndrome 1,CTSW
Syndrome 1,CTSZ
Syndrome 1,CUBN
Syndrome 1,CUEDC1
Syndrome 1,CUZD1
Syndrome 1,CXCR4
Syndrome 1,CYB5A
Syndrome 1,DAZAP1
Syndrome 1,DCAF16
Syndrome 1,DCAF6
Syndrome 1,DCBLD2
Syndrome 1,DCDC2
Syndrome 1,DCP1B
Syndrome 1,DECR2
Syndrome 1,DEF8
Syndrome 1,DFFA
Syndrome 1,DFFB
Syndrome 1,DGAT1
Syndrome 1,DGCR8
Syndrome 1,DGKD
Syndrome 1,DHFRP1
Syndrome 1,DHRS1
Syndrome 1,DHRS13
Syndrome 1,DHRS2
Syndrome 1,DHRS4
Syndrome 1,DHRS7B
Syndrome 1,DHRS7C
Syndrome 1,DIO1
Syndrome 1,DIXDC1
Syndrome 1,DKK4
Syndrome 1,DLL3
Syndrome 1,DLL4
Syndrome 1,DLX6
Syndrome 1,DMXL1
Syndrome 1,DMXL2
Syndrome 1,DNHD1
Syndrome 1,DNTTIP2
Syndrome 1,DOCK5
Syndrome 1,DOK6
Syndrome 1,DOLK
Syndrome 1,DOP1A
Syndrome 1,DPEP1
Syndrome 1,DPH3
Syndrome 1,DPP4
Syndrome 1,DRAP1
Syndrome 1,DSE
Syndrome 1,DTD2
Syndrome 1,DTNA
Syndrome 1,DTWD1
Syndrome 1,DYDC2
Syndrome 1,DYNC2I2
Syndrome 1,E2F4
Syndrome 1,ECD
Syndrome 1,ECI2
Syndrome 1,EDA2R
Syndrome 1,EDN1
Syndrome 1,EDNRA
Syndrome 1,EEF1AKMT1
Syndrome 1,EEF1AKMT2
Syndrome 1,EEF1AKMT3
Syndrome 1,EFCAB8
Syndrome 1,EFR3A
Syndrome 1,EGFL7
Syndrome 1,EGFR
Syndrome 1,EI24
Syndrome 1,EID2B
Syndrome 1,EIF2S2
Syndrome 1,EIF4E2
Syndrome 1,ELANE
Syndrome 1,ELF4
Syndrome 1,ELMOD2
Syndrome 1,ELOVL1
Syndrome 1,ELOVL3
Syndrome 1,ELSPBP1
Syndrome 1,EMP1
Syndrome 1,ENOX2
Syndrome 1,ENPP1
Syndrome 1,ENPP2
Syndrome 1,ENPP3
Syndrome 1,ENPP4
Syndrome 1,ENPP6
Syndrome 1,ENTPD3
Syndrome 1,EPHX2
Syndrome 1,EPN3
Syndrome 1,EPS8
Syndrome 1,EPS8L2
Syndrome 1,EQTN
Syndrome 1,ERGIC2
Syndrome 1,ERN1
Syndrome 1,ERRFI1
Syndrome 1,ESAM
Syndrome 1,ESM1
Syndrome 1,ESR2
Syndrome 1,ETNK1
Syndrome 1,ETNK2
Syndrome 1,EVA1A
Syndrome 1,EVA1C
Syndrome 1,EXOC2
Syndrome 1,EXOC4
Syndrome 1,EXOC5
Syndrome 1,EXOC6
Syndrome 1,EXOSC8
Syndrome 1,EXOSC9
Syndrome 1,F10
Syndrome 1,F11R
Syndrome 1,F12
Syndrome 1,F13A1
Syndrome 1,F9
Syndrome 1,FAM114A1
Syndrome 1,FAM117A
Syndrome 1,FAM117B
Syndrome 1,FAM120C
Syndrome 1,FAM135A
Syndrome 1,FAM13B
Syndrome 1,FAM162A
Syndrome 1,FAM171A1
Syndrome 1,FAM174A
Syndrome 1,FAM177A1
Syndrome 1,FAM193A
Syndrome 1,FAM193B
Syndrome 1,FAM209A
Syndrome 1,FAM209B
Syndrome 1,FAM20A
Syndrome 1,FAM20B
Syndrome 1,FAM222A
Syndrome 1,FAM50A
Syndrome 1,FAM53C
Syndrome 1,FAM83D
Syndrome 1,FAM98A
Syndrome 1,FAM98B
Syndrome 1,FAN1
Syndrome 1,FANCB
Syndrome 1,FARP1
Syndrome 1,FARP2
Syndrome 1,FASTKD1
Syndrome 1,FASTKD2
Syndrome 1,FBLN2
Syndrome 1,FBLN7
Syndrome 1,FBN3
Syndrome 1,FBXL2
Syndrome 1,FBXL6
Syndrome 1,FBXO10
Syndrome 1,FBXO11
Syndrome 1,FBXO2
Syndrome 1,FBXO25
Syndrome 1,FBXO28
Syndrome 1,FBXO41
Syndrome 1,FBXO44
Syndrome 1,FBXO6
Syndrome 1,FBXW9
Syndrome 1,FCAR
Syndrome 1,FCER1G
Syndrome 1,FCHSD2
Syndrome 1,FEZ2
Syndrome 1,FGF10
Syndrome 1,FGFBP3
Syndrome 1,FGL2
Syndrome 1,FITM1
Syndrome 1,FLG
Syndrome 1,FLVCR2
Syndrome 1,FN1
Syndrome 1,FNDC5
Syndrome 1,FOLR1
Syndrome 1,FOLR2
Syndrome 1,FOXA3
Syndrome 1,FOXP1
Syndrome 1,FPGT
Syndrome 1,FRAT2
Syndrome 1,FRMD5
Syndrome 1,FUT8
Syndrome 1,FXYD5
Syndrome 1,GABBR2
Syndrome 1,GABRB2
Syndrome 1,GABRB3
Syndrome 1,GABRD
Syndrome 1,GABRP
Syndrome 1,GAL3ST1
Syndrome 1,GALC
Syndrome 1,GALE
Syndrome 1,GALNT13
Syndrome 1,GALNT15
Syndrome 1,GALNT17
Syndrome 1,GALNT18
Syndrome 1,GALNT4
Syndrome 1,GALNT5
Syndrome 1,GALNT6
Syndrome 1,GALNT7
Syndrome 1,GALNT8
Syndrome 1,GALNT9
Syndrome 1,GALNTL5
Syndrome 1,GALNTL6
Syndrome 1,GAREM1
Syndrome 1,GASK1B
Syndrome 1,GATM
Syndrome 1,GCAT
Syndrome 1,GET1
Syndrome 1,GFRA3
Syndrome 1,GINS4
Syndrome 1,GJA1
Syndrome 1,GLB1
Syndrome 1,GLB1L
Syndrome 1,GLB1L2
Syndrome 1,GLCCI1
Syndrome 1,GLCE
Syndrome 1,GLOD4
Syndrome 1,GLT8D1
Syndrome 1,GLTP
Syndrome 1,GLTPD2
Syndrome 1,GLUD1
Syndrome 1,GLUD2
Syndrome 1,GLYAT
Syndrome 1,GLYATL1
Syndrome 1,GMFG
Syndrome 1,GNA13
Syndrome 1,GNPTAB
Syndrome 1,GOLT1A
Syndrome 1,GOT1
Syndrome 1,GOT2
Syndrome 1,GPAA1
Syndrome 1,GPANK1
Syndrome 1,GPC1
Syndrome 1,GPHA2
Syndrome 1,GPI
Syndrome 1,GPN1
Syndrome 1,GPR35
Syndrome 1,GPT
Syndrome 1,GPT2
Syndrome 1,GRIA1
Syndrome 1,GRIA4
Syndrome 1,GRIN1
Syndrome 1,GRIN2A
Syndrome 1,GRIN3A
Syndrome 1,GSDMB
Syndrome 1,GSDME
Syndrome 1,GSK3B
Syndrome 1,GSTM4
Syndrome 1,GTF2E2
Syndrome 1,GUCD1
Syndrome 1,GUCY1B1
Syndrome 1,GUF1
Syndrome 1,GZMA
Syndrome 1,GZMB
Syndrome 1,GZMH
Syndrome 1,GZMK
Syndrome 1,GZMM
Syndrome 1,H1-10
Syndrome 1,H3C15
Syndrome 1,H3P16
Syndrome 1,H3P23
Syndrome 1,HABP2
Syndrome 1,HACD2
Syndrome 1,HAND1
Syndrome 1,HAUS1
Syndrome 1,HAVCR1
Syndrome 1,HCFC1R1
Syndrome 1,HCLS1
Syndrome 1,HECTD2
Syndrome 1,HECTD4
Syndrome 1,HELZ
Syndrome 1,HERC2
Syndrome 1,HEXB
Syndrome 1,HEXIM2
Syndrome 1,HGF
Syndrome 1,HGFAC
Syndrome 1,HHEX
Syndrome 1,HHLA3
Syndrome 1,HINT3
Syndrome 1,HK1
Syndrome 1,HLA-A
Syndrome 1,HLA-B
Syndrome 1,HLA-C
Syndrome 1,HLA-DMA
Syndrome 1,HMGCR
Syndrome 1,HMOX1
Syndrome 1,HMX1
Syndrome 1,HNF4A
Syndrome 1,HNRNPA0
Syndrome 1,HNRNPH2
Syndrome 1,HNRNPK
Syndrome 1,HOOK2
Syndrome 1,HOOK3
Syndrome 1,HOXA3
Syndrome 1,HOXA4
Syndrome 1,HOXD1
Syndrome 1,HP
Syndrome 1,HPF1
Syndrome 1,HPN
Syndrome 1,HPR
Syndrome 1,HPX
Syndrome 1,HS2ST1
Syndrome 1,HS3ST5
Syndrome 1,HSD11B1L
Syndrome 1,HSD11B2
Syndrome 1,HSD17B11
Syndrome 1,HSD17B13
Syndrome 1,HSD17B14
Syndrome 1,HTR2A
Syndrome 1,HTR3B
Syndrome 1,HTR3C
Syndrome 1,HTR3D
Syndrome 1,HTR3E
Syndrome 1,HTR7
Syndrome 1,ICAM3
Syndrome 1,IDO1
Syndrome 1,IFI27L1
Syndrome 1,IFI30
Syndrome 1,IFNAR1
Syndrome 1,IFNG
Syndrome 1,IFT172
Syndrome 1,IFT80
Syndrome 1,IGDCC4
Syndrome 1,IGF1R
Syndrome 1,IGF2
Syndrome 1,IGFBP3
Syndrome 1,IL20RB
Syndrome 1,IL21
Syndrome 1,IL21R
Syndrome 1,IL22RA1
Syndrome 1,IL2RG
Syndrome 1,IL32
Syndrome 1,IL34
Syndrome 1,IL6
Syndrome 1,IMMP1L
Syndrome 1,IMMP2L
Syndrome 1,IMMT
Syndrome 1,ING3
Syndrome 1,INKA2
Syndrome 1,INO80
Syndrome 1,INO80B
Syndrome 1,INTS13
Syndrome 1,INTS8
Syndrome 1,INTU
Syndrome 1,IPO8
Syndrome 1,IQCF1
Syndrome 1,IRAK1BP1
Syndrome 1,IRF2BPL
Syndrome 1,ISOC1
Syndrome 1,ITGA2B
Syndrome 1,ITGA5
Syndrome 1,ITGAL
Syndrome 1,ITGB1
Syndrome 1,ITGB2
Syndrome 1,ITPR2
Syndrome 1,ITPRIPL1
Syndrome 1,IZUMO1R
Syndrome 1,JAG2
Syndrome 1,JAML
Syndrome 1,JUN
Syndrome 1,KATNAL1
Syndrome 1,KBTBD3
Syndrome 1,KBTBD4
Syndrome 1,KBTBD7
Syndrome 1,KCTD13
Syndrome 1,KCTD14
Syndrome 1,KCTD6
Syndrome 1,KHNYN
Syndrome 1,KIAA0753
Syndrome 1,KIAA0895L
Syndrome 1,KIAA1586
Syndrome 1,KLHDC2
Syndrome 1,KLHL14
Syndrome 1,KLHL2
Syndrome 1,KLHL5
Syndrome 1,KLHL9
Syndrome 1,KLK1
Syndrome 1,KLK10
Syndrome 1,KLK11
Syndrome 1,KLK12
Syndrome 1,KLK13
Syndrome 1,KLK14
Syndrome 1,KLK15
Syndrome 1,KLK2
Syndrome 1,KLK4
Syndrome 1,KLK6
Syndrome 1,KLK7
Syndrome 1,KLK8
Syndrome 1,KLK9
Syndrome 1,KLKB1
Syndrome 1,KREMEN1
Syndrome 1,KRT1
Syndrome 1,KRT10
Syndrome 1,KRT14
Syndrome 1,KRT20
Syndrome 1,KTI12
Syndrome 1,KYNU
Syndrome 1,LAMA1
Syndrome 1,LAMA2
Syndrome 1,LAMA5
Syndrome 1,LAMB3
Syndrome 1,LAMC1
Syndrome 1,LAPTM5
Syndrome 1,LBH
Syndrome 1,LCAT
Syndrome 1,LCN15
Syndrome 1,LCT
Syndrome 1,LDHA
Syndrome 1,LDHB
Syndrome 1,LENG8
Syndrome 1,LETM2
Syndrome 1,LGALS12
Syndrome 1,LGALS13
Syndrome 1,LGALS14
Syndrome 1,LGALS16
Syndrome 1,LGALS4
Syndrome 1,LGALS9B
Syndrome 1,LGALS9C
Syndrome 1,LIM2
Syndrome 1,LIPH
Syndrome 1,LMBRD1
Syndrome 1,LMO7
Syndrome 1,LNP1
Syndrome 1,LNX2
Syndrome 1,LONP1
Syndrome 1,LONRF1
Syndrome 1,LOXL2
Syndrome 1,LPA
Syndrome 1,LPXN
Syndrome 1,LSMEM1
Syndrome 1,LTF
Syndrome 1,LYSMD2
Syndrome 1,LYZ
Syndrome 1,LZTR1
Syndrome 1,MACROD1
Syndrome 1,MAFB
Syndrome 1,MAGED1
Syndrome 1,MALSU1
Syndrome 1,MAN2B1
Syndrome 1,MAOB
Syndrome 1,MAP2
Syndrome 1,MAP3K12
Syndrome 1,MAP3K13
Syndrome 1,MAP4K1
Syndrome 1,MAP7D1
Syndrome 1,MAPK1
Syndrome 1,MAPK14
Syndrome 1,MAPK3
Syndrome 1,MASP1
Syndrome 1,MASP2
Syndrome 1,MBD6
Syndrome 1,MBIP
Syndrome 1,MBNL2
Syndrome 1,MCL1
Syndrome 1,MDC1
Syndrome 1,MDM2
Syndrome 1,ME1
Syndrome 1,ME2
Syndrome 1,MED10
Syndrome 1,MED21
Syndrome 1,MED30
Syndrome 1,MED7
Syndrome 1,MEGF6
Syndrome 1,MEGF9
Syndrome 1,METTL21A
Syndrome 1,METTL5
Syndrome 1,METTL7B
Syndrome 1,MFSD10
Syndrome 1,MFSD11
Syndrome 1,MFSD8
Syndrome 1,MIA2
Syndrome 1,MIB2
Syndrome 1,MICB
Syndrome 1,MIDN
Syndrome 1,MIOS
Syndrome 1,MIPOL1
Syndrome 1,MIR203A
Syndrome 1,MIR301B
Syndrome 1,MIXL1
Syndrome 1,MKI67
Syndrome 1,MLLT3
Syndrome 1,MMP15
Syndrome 1,MMP16
Syndrome 1,MMP17
Syndrome 1,MMP19
Syndrome 1,MMP20
Syndrome 1,MMP21
Syndrome 1,MMP23A
Syndrome 1,MMP25
Syndrome 1,MMP26
Syndrome 1,MMP8
Syndrome 1,MN1
Syndrome 1,MOB1B
Syndrome 1,MOGAT2
Syndrome 1,MORC4
Syndrome 1,MPC1
Syndrome 1,MPC2
Syndrome 1,MPZ
Syndrome 1,MRGPRX3
Syndrome 1,MRI1
Syndrome 1,MROH1
Syndrome 1,MROH8
Syndrome 1,MRPL23
Syndrome 1,MRPL47
Syndrome 1,MRPL50
Syndrome 1,MRPS31
Syndrome 1,MSANTD1
Syndrome 1,MST1
Syndrome 1,MSX1
Syndrome 1,MSX2
Syndrome 1,MTERF2
Syndrome 1,MTIF2
Syndrome 1,MTMR4
Syndrome 1,MTREX
Syndrome 1,MTSS1
Syndrome 1,MUC15
Syndrome 1,MYB
Syndrome 1,N6AMT1
Syndrome 1,NAA80
Syndrome 1,NAP1L5
Syndrome 1,NAPB
Syndrome 1,NAT14
Syndrome 1,NAT9
Syndrome 1,NCKIPSD
Syndrome 1,NCOA2
Syndrome 1,NDFIP2
Syndrome 1,NDUFS8
Syndrome 1,NDUFV1
Syndrome 1,NECTIN1
Syndrome 1,NECTIN2
Syndrome 1,NECTIN3
Syndrome 1,NECTIN4
Syndrome 1,NEFH
Syndrome 1,NEFM
Syndrome 1,NEK4
Syndrome 1,NFKB1
Syndrome 1,NFS1
Syndrome 1,NGF
Syndrome 1,NIN
Syndrome 1,NINJ2
Syndrome 1,NIPSNAP3A
Syndrome 1,NKAIN1
Syndrome 1,NKD2
Syndrome 1,NKIRAS1
Syndrome 1,NLK
Syndrome 1,NOP9
Syndrome 1,NOS2
Syndrome 1,NOTCH2NLB
Syndrome 1,NOX3
Syndrome 1,NPC1L1
Syndrome 1,NPY1R
Syndrome 1,NRL
Syndrome 1,NSMF
Syndrome 1,NSRP1
Syndrome 1,NTAN1
Syndrome 1,NTRK1
Syndrome 1,NUBPL
Syndrome 1,NUDCD2
Syndrome 1,NUDT12
Syndrome 1,NUDT14
Syndrome 1,NUF2
Syndrome 1,OAF
Syndrome 1,OAT
Syndrome 1,ODAM
Syndrome 1,OLFML1
Syndrome 1,OLFML2A
Syndrome 1,OLFML2B
Syndrome 1,OPRK1
Syndrome 1,ORC2
Syndrome 1,OSBPL10
Syndrome 1,OSBPL3
Syndrome 1,OSBPL8
Syndrome 1,OSGIN2
Syndrome 1,OSTF1
Syndrome 1,OTUD6B
Syndrome 1,OVCH1
Syndrome 1,P4HA1
Syndrome 1,PABPC1L
Syndrome 1,PALMD
Syndrome 1,PAQR3
Syndrome 1,PAQR8
Syndrome 1,PAQR9
Syndrome 1,PCDHGC3
Syndrome 1,PCNX3
Syndrome 1,PCNX4
Syndrome 1,PCTP
Syndrome 1,PCYT1B
Syndrome 1,PDGFA
Syndrome 1,PDGFC
Syndrome 1,PDHX
Syndrome 1,PDIK1L
Syndrome 1,PDK2
Syndrome 1,PEAR1
Syndrome 1,PECR
Syndrome 1,PER2
Syndrome 1,PEX6
Syndrome 1,PGAP1
Syndrome 1,PGBD1
Syndrome 1,PGBD3
Syndrome 1,PGM1
Syndrome 1,PGS1
Syndrome 1,PHF14
Syndrome 1,PHKA2
Syndrome 1,PHKB
Syndrome 1,PHLDB2
Syndrome 1,PHOSPHO1
Syndrome 1,PHYHIPL
Syndrome 1,PHYKPL
Syndrome 1,PIEZO2
Syndrome 1,PIF1
Syndrome 1,PIGN
Syndrome 1,PIGZ
Syndrome 1,PIK3AP1
Syndrome 1,PIK3CA
Syndrome 1,PIK3CD
Syndrome 1,PITHD1
Syndrome 1,PKLR
Syndrome 1,PKM
Syndrome 1,PKP2
Syndrome 1,PKP4
Syndrome 1,PLA2G1B
Syndrome 1,PLAC8L1
Syndrome 1,PLAG1
Syndrome 1,PLAT
Syndrome 1,PLEKHG4
Syndrome 1,PLEKHH1
Syndrome 1,PLEKHM1
Syndrome 1,PLK3
Syndrome 1,PLTP
Syndrome 1,PLXNC1
Syndrome 1,PNMA1
Syndrome 1,PNN
Syndrome 1,POC1B-GALNT4
Syndrome 1,POLE
Syndrome 1,POLR3D
Syndrome 1,PON1
Syndrome 1,POPDC2
Syndrome 1,POU2AF1
Syndrome 1,PPARG
Syndrome 1,PPARGC1A
Syndrome 1,PPFIA4
Syndrome 1,PPIF
Syndrome 1,PPM1H
Syndrome 1,PPP1R18
Syndrome 1,PPP1R21
Syndrome 1,PPP1R3D
Syndrome 1,PPP2R3C
Syndrome 1,PPP6R2
Syndrome 1,PRAP1
Syndrome 1,PRDM10
Syndrome 1,PRELID2
Syndrome 1,PRG4
Syndrome 1,PRKCA
Syndrome 1,PRKCH
Syndrome 1,PRKD3
Syndrome 1,PRKRIP1
Syndrome 1,PRR7
Syndrome 1,PRRC2B
Syndrome 1,PRRT1
Syndrome 1,PRSS1
Syndrome 1,PRSS12
Syndrome 1,PRSS21
Syndrome 1,PRSS22
Syndrome 1,PRSS27
Syndrome 1,PRSS3
Syndrome 1,PRSS33
Syndrome 1,PRSS36
Syndrome 1,PRSS37
Syndrome 1,PRSS38
Syndrome 1,PRSS40A
Syndrome 1,PRSS42P
Syndrome 1,PRSS45P
Syndrome 1,PRSS46P
Syndrome 1,PRSS48
Syndrome 1,PRSS50
Syndrome 1,PRSS53
Syndrome 1,PRSS54
Syndrome 1,PRSS55
Syndrome 1,PRSS57
Syndrome 1,PRSS58
Syndrome 1,PRSS8
Syndrome 1,PRTN3
Syndrome 1,PSD4
Syndrome 1,PSMG4
Syndrome 1,PSTPIP1
Syndrome 1,PTBP2
Syndrome 1,PTCHD4
Syndrome 1,PTGER1
Syndrome 1,PTGFRN
Syndrome 1,PTGS1
Syndrome 1,PTGS2
Syndrome 1,PTK2B
Syndrome 1,PTPMT1
Syndrome 1,PTPRN2
Syndrome 1,PYGL
Syndrome 1,PYGM
Syndrome 1,QPCT
Syndrome 1,QRICH2
Syndrome 1,RAB20
Syndrome 1,RAB23
Syndrome 1,RAB3B
Syndrome 1,RAB42
Syndrome 1,RABEPK
Syndrome 1,RAD17
Syndrome 1,RAD51AP1
Syndrome 1,RALGDS
Syndrome 1,RAMP1
