Syndrome_id,SYMBOL
Syndrome 5,ASB15
Syndrome 5,ASB16
Syndrome 5,ASB18
Syndrome 5,ASB4
Syndrome 5,ASB5
Syndrome 5,ASB6
Syndrome 5,ASB7
Syndrome 5,ASB8
Syndrome 5,ASB9
Syndrome 5,ASGR1
Syndrome 5,ASPG
Syndrome 5,ASPN
Syndrome 5,ASZ1
Syndrome 5,ATMIN
Syndrome 5,ATP5F1B
Syndrome 5,BCL11B
Syndrome 5,BCL6B
Syndrome 5,BMP1
Syndrome 5,BTBD11
Syndrome 5,BTF3
Syndrome 5,C7
Syndrome 5,CA13
Syndrome 5,CAPN11
Syndrome 5,CAPN3
Syndrome 5,CAPN8
Syndrome 5,CAPZA2
Syndrome 5,CARD14
Syndrome 5,CARTPT
Syndrome 5,CASKIN1
Syndrome 5,CASKIN2
Syndrome 5,CBR1
Syndrome 5,CCDC159
Syndrome 5,CD59
Syndrome 5,CD72
Syndrome 5,CELF1
Syndrome 5,CGREF1
Syndrome 5,CHD2
Syndrome 5,CHGA
Syndrome 5,CHODL
Syndrome 5,CHRNA4
Syndrome 5,CLEC11A
Syndrome 5,CLEC12A
Syndrome 5,CLEC12B
Syndrome 5,CLEC19A
Syndrome 5,CLEC1A
Syndrome 5,CLEC1B
Syndrome 5,CLEC2A
Syndrome 5,CLEC2D
Syndrome 5,CLEC2L
Syndrome 5,CLEC3A
Syndrome 5,CLEC4G
Syndrome 5,CLEC4M
Syndrome 5,CLEC5A
Syndrome 5,CLEC6A
Syndrome 5,CLEC9A
Syndrome 5,CLECL1
Syndrome 5,CLIC1
Syndrome 5,CLMP
Syndrome 5,CNTN1
Syndrome 5,COL11A1
Syndrome 5,COL16A1
Syndrome 5,COL17A1
Syndrome 5,COL20A1
Syndrome 5,COL23A1
Syndrome 5,COL24A1
Syndrome 5,COL25A1
Syndrome 5,COL27A1
Syndrome 5,COL4A2
Syndrome 5,COL4A3
Syndrome 5,COL5A3
Syndrome 5,COL6A5
Syndrome 5,COL6A6
Syndrome 5,COL9A1
Syndrome 5,COL9A2
Syndrome 5,COL9A3
Syndrome 5,CORT
Syndrome 5,CPVL
Syndrome 5,CR1L
Syndrome 5,CRABP2
Syndrome 5,CRCT1
Syndrome 5,CRELD2
Syndrome 5,CSMD1
Syndrome 5,CSMD2
Syndrome 5,CSMD3
Syndrome 5,CTCF
Syndrome 5,CTCFL
Syndrome 5,CTTNBP2
Syndrome 5,CUL1
Syndrome 5,DBH
Syndrome 5,DCAF16
Syndrome 5,DCUN1D1
Syndrome 5,DDB1
Syndrome 5,DDR2
Syndrome 5,DEFB129
Syndrome 5,DLG1
Syndrome 5,DLG2
Syndrome 5,DLG3
Syndrome 5,DLG5
Syndrome 5,DNASE2
Syndrome 5,DPP10
Syndrome 5,DTYMK
Syndrome 5,DVL2
Syndrome 5,DYNC1LI2
Syndrome 5,EGR2
Syndrome 5,EGR4
Syndrome 5,EHMT2
Syndrome 5,EIF2AK4
Syndrome 5,EML4
Syndrome 5,EMP1
Syndrome 5,ENAH
Syndrome 5,ENTPD3
Syndrome 5,ESPNL
Syndrome 5,ETFDH
Syndrome 5,ETNPPL
Syndrome 5,EVPLL
Syndrome 5,FAM83F
Syndrome 5,FANK1
Syndrome 5,FAT2
Syndrome 5,FCER2
Syndrome 5,FEM1A
Syndrome 5,FEM1B
Syndrome 5,FEM1C
Syndrome 5,FES
Syndrome 5,FEZ1
Syndrome 5,FEZF1
Syndrome 5,FEZF2
Syndrome 5,FGF20
Syndrome 5,FIZ1
Syndrome 5,FLRT2
Syndrome 5,FMO1
Syndrome 5,FMO2
Syndrome 5,FMO3
Syndrome 5,FMO4
Syndrome 5,FNTB
Syndrome 5,FOXQ1
Syndrome 5,FPGT-TNNI3K
Syndrome 5,G6PC2
Syndrome 5,GABPB1
Syndrome 5,GALM
Syndrome 5,GBA2
Syndrome 5,GCLM
Syndrome 5,GDF1
Syndrome 5,GFI1
Syndrome 5,GFI1B
Syndrome 5,GLI4
Syndrome 5,GLIS1
Syndrome 5,GLIS2
Syndrome 5,GM2A
Syndrome 5,GNB2
Syndrome 5,GNB3
Syndrome 5,GNG10
Syndrome 5,GNG11
Syndrome 5,GNG12
Syndrome 5,GNG13
Syndrome 5,GNG3
Syndrome 5,GNG5
Syndrome 5,GNG7
Syndrome 5,GNG8
Syndrome 5,GNGT2
Syndrome 5,GPNMB
Syndrome 5,GPR50
Syndrome 5,GPX5
Syndrome 5,GPX7
Syndrome 5,GRAMD1B
Syndrome 5,GRIA2
Syndrome 5,GRK1
Syndrome 5,GRK2
Syndrome 5,GRK4
Syndrome 5,GRK5
Syndrome 5,GRK7
Syndrome 5,GSDMA
Syndrome 5,GSPT1
Syndrome 5,GSPT2
Syndrome 5,GSTM2
Syndrome 5,GUCA1A
Syndrome 5,GUK1
Syndrome 5,GZF1
Syndrome 5,HACE1
Syndrome 5,HAS3
Syndrome 5,HDDC2
Syndrome 5,HIC1
Syndrome 5,HIC2
Syndrome 5,HILPDA
Syndrome 5,HK1
Syndrome 5,HLTF
Syndrome 5,HOXB9
Syndrome 5,HP1BP3
Syndrome 5,HPCAL4
Syndrome 5,IDH3B
Syndrome 5,IFI44
Syndrome 5,IFNAR1
Syndrome 5,IGFBP2
Syndrome 5,IGSF3
Syndrome 5,IKZF1
Syndrome 5,IKZF2
Syndrome 5,IKZF3
Syndrome 5,IKZF4
Syndrome 5,IKZF5
Syndrome 5,IL1A
Syndrome 5,IL4
Syndrome 5,IL5RA
Syndrome 5,INVS
Syndrome 5,ITGA1
Syndrome 5,KANK1
Syndrome 5,KANK3
Syndrome 5,KANK4
Syndrome 5,KCNA5
Syndrome 5,KIDINS220
Syndrome 5,KLF1
Syndrome 5,KLF13
Syndrome 5,KLF15
Syndrome 5,KLF17
Syndrome 5,KLF2
Syndrome 5,KLF3
Syndrome 5,KLF8
Syndrome 5,KLRB1
Syndrome 5,KLRD1
Syndrome 5,KLRF2
Syndrome 5,KLRG1
Syndrome 5,KLRG2
Syndrome 5,KRBOX1
Syndrome 5,KRBOX4
Syndrome 5,KRT15
Syndrome 5,KRT6B
Syndrome 5,KRT85
Syndrome 5,LCE1B
Syndrome 5,LDHA
Syndrome 5,LDHB
Syndrome 5,LDHC
Syndrome 5,LGMN
Syndrome 5,LRP6
Syndrome 5,LTF
Syndrome 5,MAGI3
Syndrome 5,MAP3K14
Syndrome 5,MAZ
Syndrome 5,MCL1
Syndrome 5,MDH1B
Syndrome 5,MDM4
Syndrome 5,MECOM
Syndrome 5,MED24
Syndrome 5,MED28
Syndrome 5,MIB1
Syndrome 5,MKNK1
Syndrome 5,MLPH
Syndrome 5,MPP1
Syndrome 5,MPP2
Syndrome 5,MPP3
Syndrome 5,MPP4
Syndrome 5,MPP7
Syndrome 5,MRPL15
Syndrome 5,MRPL16
Syndrome 5,MRPL17
Syndrome 5,MRPL19
Syndrome 5,MRPL20
Syndrome 5,MRPL22
Syndrome 5,MRPL27
Syndrome 5,MRPL3
Syndrome 5,MRPL32
Syndrome 5,MRPL36
Syndrome 5,MRPL38
Syndrome 5,MTIF2
Syndrome 5,MUC4
Syndrome 5,MYNN
Syndrome 5,MZF1
Syndrome 5,NAA11
Syndrome 5,NAA20
Syndrome 5,NAA30
Syndrome 5,NACC2
Syndrome 5,NAGA
Syndrome 5,NCK2
Syndrome 5,NDUFS4
Syndrome 5,NEFM
Syndrome 5,NEUROD1
Syndrome 5,NFKBID
Syndrome 5,NFYB
Syndrome 5,NIN
Syndrome 5,NKPD1
Syndrome 5,NKRF
Syndrome 5,NME3
Syndrome 5,NOTCH4
Syndrome 5,NQO1
Syndrome 5,NR5A1
Syndrome 5,NRARP
Syndrome 5,NUDT9
Syndrome 5,ODC1
Syndrome 5,OGT
Syndrome 5,OLFM4
Syndrome 5,ORC2
Syndrome 5,OSR1
Syndrome 5,PADI4
Syndrome 5,PANK3
Syndrome 5,PARD6A
Syndrome 5,PARD6B
Syndrome 5,PARD6G
Syndrome 5,PARVB
Syndrome 5,PATZ1
Syndrome 5,PAX8
Syndrome 5,PAXBP1
Syndrome 5,PDCL
Syndrome 5,PDRG1
Syndrome 5,PEBP4
Syndrome 5,PEG3
Syndrome 5,PEX13
Syndrome 5,PFN2
Syndrome 5,PFN4
Syndrome 5,PGGT1B
Syndrome 5,PGK2
Syndrome 5,PHF21A
Syndrome 5,PHGDH
Syndrome 5,PIDD1
Syndrome 5,PIGF
Syndrome 5,PLA2G4E
Syndrome 5,PLAG1
Syndrome 5,PLAGL1
Syndrome 5,PLCG2
Syndrome 5,PNMT
Syndrome 5,PNRC2
Syndrome 5,POGZ
Syndrome 5,POSTN
Syndrome 5,POTEB
Syndrome 5,POTEB2
Syndrome 5,POTEC
Syndrome 5,POTED
Syndrome 5,POTEH
Syndrome 5,POU2AF1
Syndrome 5,PPP1R12C
Syndrome 5,PPP1R16A
Syndrome 5,PPP1R16B
Syndrome 5,PPP1R27
Syndrome 5,PRDM10
Syndrome 5,PRDM13
Syndrome 5,PRDM14
Syndrome 5,PRDM15
Syndrome 5,PRDM16
Syndrome 5,PRDM6
Syndrome 5,PRDM8
Syndrome 5,PRDM9
Syndrome 5,PRG2
Syndrome 5,PRG3
Syndrome 5,PRLH
Syndrome 5,PROM2
Syndrome 5,PROX1
Syndrome 5,PRPF38B
Syndrome 5,PSMA2
Syndrome 5,PSMB8
Syndrome 5,PTBP2
Syndrome 5,PTPRA
Syndrome 5,PTS
Syndrome 5,RABGGTA
Syndrome 5,RABGGTB
Syndrome 5,RAET1E
Syndrome 5,RBAK
Syndrome 5,RBKS
Syndrome 5,RBM25
Syndrome 5,RBPJL
Syndrome 5,REG1A
Syndrome 5,REG1B
Syndrome 5,REG3A
Syndrome 5,REG3G
Syndrome 5,REG4
Syndrome 5,RENBP
Syndrome 5,REST
Syndrome 5,RFXANK
Syndrome 5,RFXAP
Syndrome 5,RLF
Syndrome 5,RPL10L
Syndrome 5,RPL11
Syndrome 5,RPL18
Syndrome 5,RPL21
Syndrome 5,RPL23A
Syndrome 5,RPL26
Syndrome 5,RPL26L1
Syndrome 5,RPL35
Syndrome 5,RPL36A-HNRNPH2
Syndrome 5,RPL39
Syndrome 5,RPL3L
Syndrome 5,RPL7A
Syndrome 5,RPL7L1
Syndrome 5,RPL8
Syndrome 5,RPL9
Syndrome 5,RPS25
Syndrome 5,RSL24D1
Syndrome 5,S100A10
Syndrome 5,S100A14
Syndrome 5,S100A2
Syndrome 5,S100A3
Syndrome 5,SCAF11
Syndrome 5,SCARF1
Syndrome 5,SCGB2B2
Syndrome 5,SCPEP1
Syndrome 5,SDCBP2
Syndrome 5,SEC61A2
Syndrome 5,SEC61G
Syndrome 5,SETD4
Syndrome 5,SFT2D3
Syndrome 5,SFTPA1
Syndrome 5,SFTPA2
Syndrome 5,SH2D2A
Syndrome 5,SH3KBP1
Syndrome 5,SHANK1
Syndrome 5,SIVA1
Syndrome 5,SKIDA1
Syndrome 5,SLC14A2
Syndrome 5,SLC25A48
Syndrome 5,SLC2A10
Syndrome 5,SLC2A12
Syndrome 5,SLC2A6
Syndrome 5,SLC2A8
Syndrome 5,SLC32A1
Syndrome 5,SLC35A1
Syndrome 5,SLC36A2
Syndrome 5,SLC36A3
Syndrome 5,SLC36A4
Syndrome 5,SLC37A2
Syndrome 5,SLC38A10
Syndrome 5,SLC38A11
Syndrome 5,SLC38A4
Syndrome 5,SLC38A6
Syndrome 5,SLC38A7
Syndrome 5,SLC38A8
Syndrome 5,SLC38A9
Syndrome 5,SLC47A2
Syndrome 5,SLC9A3R2
Syndrome 5,SMAD9
Syndrome 5,SOWAHC
Syndrome 5,SP3
Syndrome 5,SP4
Syndrome 5,SP5
Syndrome 5,SP6
Syndrome 5,SP8
Syndrome 5,SP9
Syndrome 5,SPOP
Syndrome 5,SPOPL
Syndrome 5,SPRED3
Syndrome 5,SPRR2D
Syndrome 5,SRC
Syndrome 5,SREBF1
Syndrome 5,SRPX2
Syndrome 5,ST20
Syndrome 5,ST6GAL2
Syndrome 5,STAC
Syndrome 5,STAT2
Syndrome 5,STEAP1
Syndrome 5,STK25
Syndrome 5,STOX2
Syndrome 5,STXBP3
Syndrome 5,SVEP1
Syndrome 5,SYT10
Syndrome 5,SYT11
Syndrome 5,SYT15
Syndrome 5,SYT16
Syndrome 5,SYT2
Syndrome 5,SYT4
Syndrome 5,SYT5
Syndrome 5,SYT7
Syndrome 5,SYT8
Syndrome 5,SYT9
Syndrome 5,SYTL3
Syndrome 5,TANC1
Syndrome 5,TBK1
Syndrome 5,TF
Syndrome 5,THOC1
Syndrome 5,TINAGL1
Syndrome 5,TLL1
Syndrome 5,TMCO3
Syndrome 5,TMEM41B
Syndrome 5,TNFAIP3
Syndrome 5,TPBG
Syndrome 5,TREH
Syndrome 5,TREM1
Syndrome 5,TRIP11
Syndrome 5,TRNP1
Syndrome 5,TSG101
Syndrome 5,TUT4
Syndrome 5,TXNDC9
Syndrome 5,UACA
Syndrome 5,UBA2
Syndrome 5,UBOX5
Syndrome 5,UEVLD
Syndrome 5,UFM1
Syndrome 5,UNC119
Syndrome 5,UNC5B
Syndrome 5,VASP
Syndrome 5,VCAN
Syndrome 5,VRK2
Syndrome 5,VWF
Syndrome 5,WDR77
Syndrome 5,WIZ
Syndrome 5,WNT10B
Syndrome 5,WNT7B
Syndrome 5,YY2
Syndrome 5,ZBED9
Syndrome 5,ZBTB12
Syndrome 5,ZBTB14
Syndrome 5,ZBTB2
Syndrome 5,ZBTB21
Syndrome 5,ZBTB22
Syndrome 5,ZBTB26
Syndrome 5,ZBTB3
Syndrome 5,ZBTB32
Syndrome 5,ZBTB33
Syndrome 5,ZBTB34
Syndrome 5,ZBTB37
Syndrome 5,ZBTB39
Syndrome 5,ZBTB40
Syndrome 5,ZBTB41
Syndrome 5,ZBTB42
Syndrome 5,ZBTB44
Syndrome 5,ZBTB45
Syndrome 5,ZBTB47
Syndrome 5,ZBTB48
Syndrome 5,ZBTB49
Syndrome 5,ZBTB5
Syndrome 5,ZBTB6
Syndrome 5,ZBTB7A
Syndrome 5,ZBTB7B
Syndrome 5,ZBTB8A
Syndrome 5,ZBTB9
Syndrome 5,ZCCHC9
Syndrome 5,ZDHHC13
Syndrome 5,ZFAT
Syndrome 5,ZFP1
Syndrome 5,ZFP14
Syndrome 5,ZFP2
Syndrome 5,ZFP28
Syndrome 5,ZFP3
Syndrome 5,ZFP30
Syndrome 5,ZFP37
Syndrome 5,ZFP41
Syndrome 5,ZFP42
Syndrome 5,ZFP57
Syndrome 5,ZFP62
Syndrome 5,ZFP64
Syndrome 5,ZFP69
Syndrome 5,ZFP69B
Syndrome 5,ZFP82
Syndrome 5,ZFP90
Syndrome 5,ZFP91
Syndrome 5,ZFP91-CNTF
Syndrome 5,ZFP92
Syndrome 5,ZFPM2
Syndrome 5,ZFR
Syndrome 5,ZFX
Syndrome 5,ZIC2
Syndrome 5,ZIC3
Syndrome 5,ZIC4
Syndrome 5,ZIK1
Syndrome 5,ZIM3
Syndrome 5,ZKSCAN3
Syndrome 5,ZKSCAN4
Syndrome 5,ZKSCAN5
Syndrome 5,ZKSCAN7
Syndrome 5,ZKSCAN8
Syndrome 5,ZMYND8
Syndrome 5,ZNF10
Syndrome 5,ZNF100
Syndrome 5,ZNF101
Syndrome 5,ZNF106
Syndrome 5,ZNF107
Syndrome 5,ZNF112
Syndrome 5,ZNF132
Syndrome 5,ZNF133
Syndrome 5,ZNF134
Syndrome 5,ZNF136
Syndrome 5,ZNF138
Syndrome 5,ZNF14
Syndrome 5,ZNF140
Syndrome 5,ZNF143
Syndrome 5,ZNF146
Syndrome 5,ZNF154
Syndrome 5,ZNF155
Syndrome 5,ZNF157
Syndrome 5,ZNF16
Syndrome 5,ZNF169
Syndrome 5,ZNF17
Syndrome 5,ZNF174
Syndrome 5,ZNF175
Syndrome 5,ZNF18
Syndrome 5,ZNF181
Syndrome 5,ZNF184
Syndrome 5,ZNF189
Syndrome 5,ZNF19
Syndrome 5,ZNF197
Syndrome 5,ZNF20
Syndrome 5,ZNF205
Syndrome 5,ZNF208
Syndrome 5,ZNF211
Syndrome 5,ZNF213
Syndrome 5,ZNF214
Syndrome 5,ZNF215
Syndrome 5,ZNF217
Syndrome 5,ZNF22
Syndrome 5,ZNF221
Syndrome 5,ZNF222
Syndrome 5,ZNF223
Syndrome 5,ZNF224
Syndrome 5,ZNF225
Syndrome 5,ZNF227
Syndrome 5,ZNF23
Syndrome 5,ZNF230
Syndrome 5,ZNF233
Syndrome 5,ZNF234
Syndrome 5,ZNF235
Syndrome 5,ZNF236
Syndrome 5,ZNF24
Syndrome 5,ZNF248
Syndrome 5,ZNF25
Syndrome 5,ZNF250
Syndrome 5,ZNF251
Syndrome 5,ZNF253
Syndrome 5,ZNF254
Syndrome 5,ZNF256
Syndrome 5,ZNF257
Syndrome 5,ZNF263
Syndrome 5,ZNF264
Syndrome 5,ZNF268
Syndrome 5,ZNF273
Syndrome 5,ZNF276
Syndrome 5,ZNF28
Syndrome 5,ZNF280A
Syndrome 5,ZNF280C
Syndrome 5,ZNF280D
Syndrome 5,ZNF281
Syndrome 5,ZNF283
Syndrome 5,ZNF284
Syndrome 5,ZNF286A
Syndrome 5,ZNF286B
Syndrome 5,ZNF287
Syndrome 5,ZNF296
Syndrome 5,ZNF3
Syndrome 5,ZNF30
Syndrome 5,ZNF300
Syndrome 5,ZNF302
Syndrome 5,ZNF304
Syndrome 5,ZNF311
Syndrome 5,ZNF317
Syndrome 5,ZNF319
Syndrome 5,ZNF320
Syndrome 5,ZNF322
Syndrome 5,ZNF324
Syndrome 5,ZNF324B
Syndrome 5,ZNF329
Syndrome 5,ZNF333
Syndrome 5,ZNF334
Syndrome 5,ZNF335
Syndrome 5,ZNF337
Syndrome 5,ZNF33A
Syndrome 5,ZNF33B
Syndrome 5,ZNF34
Syndrome 5,ZNF341
Syndrome 5,ZNF343
Syndrome 5,ZNF345
Syndrome 5,ZNF347
Syndrome 5,ZNF35
Syndrome 5,ZNF354B
Syndrome 5,ZNF354C
Syndrome 5,ZNF362
Syndrome 5,ZNF366
Syndrome 5,ZNF37A
Syndrome 5,ZNF382
Syndrome 5,ZNF383
Syndrome 5,ZNF384
Syndrome 5,ZNF391
Syndrome 5,ZNF394
Syndrome 5,ZNF396
Syndrome 5,ZNF397
Syndrome 5,ZNF398
Syndrome 5,ZNF404
Syndrome 5,ZNF407
Syndrome 5,ZNF408
Syndrome 5,ZNF41
Syndrome 5,ZNF410
Syndrome 5,ZNF414
Syndrome 5,ZNF415
Syndrome 5,ZNF416
Syndrome 5,ZNF417
Syndrome 5,ZNF418
Syndrome 5,ZNF419
Syndrome 5,ZNF420
Syndrome 5,ZNF423
Syndrome 5,ZNF425
Syndrome 5,ZNF426
Syndrome 5,ZNF429
Syndrome 5,ZNF43
Syndrome 5,ZNF431
Syndrome 5,ZNF432
Syndrome 5,ZNF433
Syndrome 5,ZNF436
Syndrome 5,ZNF438
Syndrome 5,ZNF439
Syndrome 5,ZNF440
Syndrome 5,ZNF441
Syndrome 5,ZNF444
Syndrome 5,ZNF445
Syndrome 5,ZNF446
Syndrome 5,ZNF449
Syndrome 5,ZNF454
Syndrome 5,ZNF461
Syndrome 5,ZNF462
Syndrome 5,ZNF468
Syndrome 5,ZNF469
Syndrome 5,ZNF470
Syndrome 5,ZNF471
Syndrome 5,ZNF473
Syndrome 5,ZNF479
Syndrome 5,ZNF48
Syndrome 5,ZNF483
Syndrome 5,ZNF484
Syndrome 5,ZNF485
Syndrome 5,ZNF486
Syndrome 5,ZNF490
Syndrome 5,ZNF491
Syndrome 5,ZNF493
Syndrome 5,ZNF497
Syndrome 5,ZNF500
Syndrome 5,ZNF501
Syndrome 5,ZNF502
Syndrome 5,ZNF507
Syndrome 5,ZNF510
Syndrome 5,ZNF512
Syndrome 5,ZNF513
Syndrome 5,ZNF514
Syndrome 5,ZNF516
Syndrome 5,ZNF517
Syndrome 5,ZNF518B
Syndrome 5,ZNF519
Syndrome 5,ZNF521
Syndrome 5,ZNF524
Syndrome 5,ZNF525
Syndrome 5,ZNF526
Syndrome 5,ZNF527
Syndrome 5,ZNF528
Syndrome 5,ZNF529
Syndrome 5,ZNF530
Syndrome 5,ZNF532
Syndrome 5,ZNF534
Syndrome 5,ZNF536
Syndrome 5,ZNF540
Syndrome 5,ZNF541
Syndrome 5,ZNF543
Syndrome 5,ZNF546
Syndrome 5,ZNF547
Syndrome 5,ZNF548
Syndrome 5,ZNF549
Syndrome 5,ZNF550
Syndrome 5,ZNF551
Syndrome 5,ZNF552
Syndrome 5,ZNF554
Syndrome 5,ZNF555
Syndrome 5,ZNF556
Syndrome 5,ZNF557
Syndrome 5,ZNF558
Syndrome 5,ZNF559
Syndrome 5,ZNF559-ZNF177
Syndrome 5,ZNF560
Syndrome 5,ZNF563
Syndrome 5,ZNF564
Syndrome 5,ZNF565
Syndrome 5,ZNF566
Syndrome 5,ZNF567
Syndrome 5,ZNF568
Syndrome 5,ZNF569
Syndrome 5,ZNF57
Syndrome 5,ZNF570
Syndrome 5,ZNF571
Syndrome 5,ZNF572
Syndrome 5,ZNF573
Syndrome 5,ZNF574
Syndrome 5,ZNF575
Syndrome 5,ZNF576
Syndrome 5,ZNF577
Syndrome 5,ZNF578
Syndrome 5,ZNF579
Syndrome 5,ZNF580
Syndrome 5,ZNF581
Syndrome 5,ZNF582
Syndrome 5,ZNF583
Syndrome 5,ZNF584
Syndrome 5,ZNF585A
Syndrome 5,ZNF585B
Syndrome 5,ZNF586
Syndrome 5,ZNF587B
Syndrome 5,ZNF589
Syndrome 5,ZNF592
Syndrome 5,ZNF594
Syndrome 5,ZNF596
Syndrome 5,ZNF599
Syndrome 5,ZNF600
Syndrome 5,ZNF605
Syndrome 5,ZNF606
Syndrome 5,ZNF607
Syndrome 5,ZNF610
Syndrome 5,ZNF611
Syndrome 5,ZNF613
Syndrome 5,ZNF614
Syndrome 5,ZNF615
Syndrome 5,ZNF616
Syndrome 5,ZNF619
Syndrome 5,ZNF620
Syndrome 5,ZNF621
Syndrome 5,ZNF624
Syndrome 5,ZNF625
Syndrome 5,ZNF625-ZNF20
Syndrome 5,ZNF626
Syndrome 5,ZNF628
Syndrome 5,ZNF629
Syndrome 5,ZNF630
Syndrome 5,ZNF641
Syndrome 5,ZNF644
Syndrome 5,ZNF646
Syndrome 5,ZNF648
Syndrome 5,ZNF649
Syndrome 5,ZNF652
Syndrome 5,ZNF653
Syndrome 5,ZNF655
Syndrome 5,ZNF66
Syndrome 5,ZNF660
Syndrome 5,ZNF662
Syndrome 5,ZNF664
Syndrome 5,ZNF667
Syndrome 5,ZNF668
Syndrome 5,ZNF669
Syndrome 5,ZNF670
Syndrome 5,ZNF671
Syndrome 5,ZNF672
Syndrome 5,ZNF674
Syndrome 5,ZNF675
Syndrome 5,ZNF677
Syndrome 5,ZNF679
Syndrome 5,ZNF680
Syndrome 5,ZNF681
Syndrome 5,ZNF682
Syndrome 5,ZNF684
Syndrome 5,ZNF687
Syndrome 5,ZNF688
Syndrome 5,ZNF689
Syndrome 5,ZNF69
Syndrome 5,ZNF695
Syndrome 5,ZNF696
Syndrome 5,ZNF697
Syndrome 5,ZNF699
Syndrome 5,ZNF70
Syndrome 5,ZNF700
Syndrome 5,ZNF701
Syndrome 5,ZNF705A
Syndrome 5,ZNF705B
Syndrome 5,ZNF705D
Syndrome 5,ZNF705G
Syndrome 5,ZNF707
Syndrome 5,ZNF708
Syndrome 5,ZNF709
Syndrome 5,ZNF71
Syndrome 5,ZNF710
Syndrome 5,ZNF711
Syndrome 5,ZNF713
Syndrome 5,ZNF714
Syndrome 5,ZNF716
Syndrome 5,KRBOX5
Syndrome 5,ZNF721
Syndrome 5,ZNF724
Syndrome 5,ZNF726
Syndrome 5,ZNF728
Syndrome 5,ZNF729
Syndrome 5,ZNF732
Syndrome 5,ZNF736
Syndrome 5,ZNF737
Syndrome 5,ZNF738
Syndrome 5,ZNF740
Syndrome 5,ZNF746
Syndrome 5,ZNF747
Syndrome 5,ZNF749
Syndrome 5,ZNF75A
Syndrome 5,ZNF75D
Syndrome 5,ZNF76
Syndrome 5,ZNF763
Syndrome 5,ZNF764
Syndrome 5,ZNF765
Syndrome 5,ZNF766
Syndrome 5,ZNF77
Syndrome 5,ZNF770
Syndrome 5,ZNF771
Syndrome 5,ZNF772
Syndrome 5,ZNF773
Syndrome 5,ZNF774
Syndrome 5,ZNF775
Syndrome 5,ZNF777
Syndrome 5,ZNF778
Syndrome 5,ZNF780A
Syndrome 5,ZNF780B
Syndrome 5,ZNF781
Syndrome 5,ZNF782
Syndrome 5,ZNF783
Syndrome 5,ZNF784
Syndrome 5,ZNF786
Syndrome 5,ZNF787
Syndrome 5,ZNF788P
Syndrome 5,ZNF789
Syndrome 5,ZNF79
Syndrome 5,ZNF790
Syndrome 5,ZNF791
Syndrome 5,ZNF792
Syndrome 5,ZNF793
Syndrome 5,ZNF799
Syndrome 5,ZNF80
Syndrome 5,ZNF800
Syndrome 5,ZNF805
Syndrome 5,ZNF808
Syndrome 5,ZNF81
Syndrome 5,ZNF813
Syndrome 5,ZNF814
Syndrome 5,ZNF816
Syndrome 5,ZNF816-ZNF321P
Syndrome 5,ZNF823
Syndrome 5,ZNF827
Syndrome 5,ZNF829
Syndrome 5,ZNF831
Syndrome 5,ZNF835
Syndrome 5,ZNF836
Syndrome 5,ZNF837
Syndrome 5,ZNF84
Syndrome 5,ZNF841
Syndrome 5,ZNF843
Syndrome 5,ZNF844
Syndrome 5,ZNF845
Syndrome 5,ZNF846
