Ingredient_id,Target_name
HBIN010721,ASH1L
HBIN010721,KMT2E
HBIN010721,MMP26
HBIN010721,SMYD2
HBIN010721,AKR1B10
HBIN010721,KMT2C
HBIN010721,MMP27
HBIN010721,ELSPBP1
HBIN010721,NSD1
HBIN010721,MMP25
HBIN010721,SUV39H2
HBIN010721,EHMT1
HBIN010721,SETD7
HBIN010721,SETDB2
HBIN010721,CBR4
HBIN010721,SMYD4
HBIN010721,MMP21
HBIN010721,SMYD1
HBIN010721,KMT5A
HBIN010721,BSPH1
HBIN010879,BCHE
HBIN010879,PRSS1
HBIN011081,AR
HBIN011081,CA2
HBIN011081,CALM3
HBIN011081,CDK2
HBIN011081,ESR2
HBIN011081,NOS2
HBIN011081,PRSS1
HBIN011081,PTGS1
HBIN011081,PTGS2
HBIN011081,SCN5A
HBIN011081,GSK3B
HBIN011081,PYGM
HBIN011081,ESR1
HBIN011081,CCNA2
HBIN011081,CHEK1
HBIN011081,PPARG
HBIN011081,DPEP1
HBIN011081,DPP4
HBIN011081,MAPK14
HBIN011081,F7
HBIN011081,PIM1
HBIN011105,ACHE
HBIN011105,ADRA1A
HBIN011105,ADRB1
HBIN011105,ADRB2
HBIN011105,CHRM1
HBIN011105,MAOB
HBIN011105,PTGS1
HBIN011105,PTGS2
HBIN011105,SLC6A2
HBIN011105,SLC6A4
HBIN011105,CHRM2
HBIN011105,ADRA1D
HBIN011105,NOS2
HBIN011105,DRD1
HBIN011105,CA2
HBIN011105,ADRA1B
HBIN011105,CHRM3
HBIN011105,PRSS1
HBIN011105,DPP4
HBIN011106,ACHE
HBIN011106,ADRB2
HBIN011106,CHRM1
HBIN011106,MAOB
HBIN011106,PTGS1
HBIN011106,PTGS2
HBIN011106,PRSS1
HBIN011106,CA2
HBIN011225,CA2
HBIN011225,CALM3
HBIN011225,PTGS1
HBIN011225,PTGS2
HBIN011225,ESR1
HBIN011225,ESR2
HBIN011225,PPARG
HBIN011225,CCNA2
HBIN011225,CDK2
HBIN011225,GSK3B
HBIN011225,DPEP1
HBIN011225,NOS2
HBIN011225,CHEK1
HBIN011225,MAPK14
HBIN011225,DPP4
HBIN011225,AR
HBIN011225,PIM1
HBIN011225,PRSS1
HBIN011258,CALM3
HBIN011258,PTGS1
HBIN011258,PTGS2
HBIN011258,SCN5A
HBIN011258,NCOA1
HBIN011258,PRSS1
HBIN011258,AR
HBIN011258,CHEK1
HBIN011258,CDK2
HBIN011258,CA2
HBIN011258,MAPK14
HBIN011258,GSK3B
HBIN011258,CCNA2
HBIN011258,ESR1
HBIN011258,NOS2
HBIN011258,PPARG
HBIN011258,PIM1
HBIN011258,DPEP1
HBIN011258,NCOA2
HBIN011258,DPP4
HBIN011258,ESR2
HBIN011439,ESR1
HBIN011439,AR
HBIN011464,AR
HBIN011579,AR
HBIN011579,CA2
