Syndrome_id,SYMBOL
Syndrome 4,BBS2
Syndrome 4,BBS5
Syndrome 4,BBS9
Syndrome 4,BCAR1
Syndrome 4,BCHE
Syndrome 4,BDH1
Syndrome 4,BDH2
Syndrome 4,BEX1
Syndrome 4,BFAR
Syndrome 4,BIRC8
Syndrome 4,BIVM
Syndrome 4,BLOC1S2
Syndrome 4,BMT2
Syndrome 4,BNIP3
Syndrome 4,BORCS7-ASMT
Syndrome 4,BRD7
Syndrome 4,BSN
Syndrome 4,BSPH1
Syndrome 4,BTBD11
Syndrome 4,BTF3L4
Syndrome 4,C1GALT1
Syndrome 4,C1GALT1C1
Syndrome 4,C1RL
Syndrome 4,C1S
Syndrome 4,C2
Syndrome 4,C2CD2
Syndrome 4,C2CD4A
Syndrome 4,C2CD5
Syndrome 4,C4A
Syndrome 4,C4B
Syndrome 4,C8A
Syndrome 4,C8B
Syndrome 4,CACNG2
Syndrome 4,CAMSAP3
Syndrome 4,CARNMT1
Syndrome 4,CASQ1
Syndrome 4,CASQ2
Syndrome 4,CATSPER3
Syndrome 4,CAVIN2
Syndrome 4,CBR3
Syndrome 4,CBR4
Syndrome 4,CCDC126
Syndrome 4,CCDC138
Syndrome 4,CCDC15
Syndrome 4,CCDC167
Syndrome 4,CCDC17
Syndrome 4,CCDC62
Syndrome 4,CCDC69
Syndrome 4,CCDC70
Syndrome 4,CCDC81
Syndrome 4,CCDC88A
Syndrome 4,CCDC92
Syndrome 4,CCK
Syndrome 4,CCR5
Syndrome 4,CD151
Syndrome 4,CD2
Syndrome 4,CD276
Syndrome 4,CD302
Syndrome 4,CD3D
Syndrome 4,CD4
Syndrome 4,CD46
Syndrome 4,CD59
Syndrome 4,CD7
Syndrome 4,CD81
Syndrome 4,CD93
Syndrome 4,CDC25B
Syndrome 4,CDC37L1
Syndrome 4,CDC73
Syndrome 4,CDIP1
Syndrome 4,CDK12
Syndrome 4,CDKAL1
Syndrome 4,CDR2L
Syndrome 4,CEL
Syndrome 4,CELA2A
Syndrome 4,CELA2B
Syndrome 4,CELA3B
Syndrome 4,CEMIP2
Syndrome 4,CENPC
Syndrome 4,CENPX
Syndrome 4,CEP128
Syndrome 4,CEP135
Syndrome 4,CEP170B
Syndrome 4,CEP55
Syndrome 4,CEP68
Syndrome 4,CEP70
Syndrome 4,CEP72
Syndrome 4,CEP89
Syndrome 4,CERS5
Syndrome 4,CFAP251
Syndrome 4,CFAP298
Syndrome 4,CFB
Syndrome 4,CFC1
Syndrome 4,CFC1B
Syndrome 4,CFD
Syndrome 4,CFI
Syndrome 4,CGNL1
Syndrome 4,CHCHD10
Syndrome 4,CHI3L1
Syndrome 4,CHKA
Syndrome 4,CHKB-CPT1B
Syndrome 4,CHML
Syndrome 4,CHPF
Syndrome 4,CHRFAM7A
Syndrome 4,CHRNA3
Syndrome 4,CHRNA6
Syndrome 4,CHRNA9
Syndrome 4,CHRNB1
Syndrome 4,CHRNB2
Syndrome 4,CHRNB3
Syndrome 4,CHRNB4
Syndrome 4,CHST13
Syndrome 4,CHST15
Syndrome 4,CHTF18
Syndrome 4,CHTF8
Syndrome 4,CIDEC
Syndrome 4,CLDN14
Syndrome 4,CLIP2
Syndrome 4,CLN5
Syndrome 4,CLPX
Syndrome 4,CNOT8
Syndrome 4,CNTRL
Syndrome 4,COBLL1
Syndrome 4,COIL
Syndrome 4,COMMD1
Syndrome 4,COMMD10
Syndrome 4,COMMD8
Syndrome 4,COPS4
Syndrome 4,COQ3
Syndrome 4,CORIN
Syndrome 4,CORO2B
Syndrome 4,COX11
Syndrome 4,COX19
Syndrome 4,COX20
Syndrome 4,CPED1
Syndrome 4,CPNE2
Syndrome 4,CRB2
Syndrome 4,CREB3L2
Syndrome 4,CRIPT
Syndrome 4,CRLF3
Syndrome 4,CRYGS
Syndrome 4,CRYZL1
Syndrome 4,CSF1
Syndrome 4,CSF2RA
Syndrome 4,CSF2RB
Syndrome 4,CSH1
Syndrome 4,CSK
Syndrome 4,CSKMT
Syndrome 4,CTC1
Syndrome 4,CTH
Syndrome 4,CTHRC1
Syndrome 4,CTNNA1
Syndrome 4,CTRB2
Syndrome 4,CTRC
Syndrome 4,CTRL
Syndrome 4,CTSC
Syndrome 4,CTSD
Syndrome 4,CTSG
Syndrome 4,CTSH
Syndrome 4,CTSK
Syndrome 4,CTSW
Syndrome 4,CTSZ
Syndrome 4,CUBN
Syndrome 4,CUEDC1
Syndrome 4,CUZD1
Syndrome 4,CXCR4
Syndrome 4,CYB5A
Syndrome 4,DCAF16
Syndrome 4,DCAF6
Syndrome 4,DCBLD2
Syndrome 4,DCDC2
Syndrome 4,DCP1B
Syndrome 4,DECR2
Syndrome 4,DEF8
Syndrome 4,DFFA
Syndrome 4,DFFB
Syndrome 4,DGAT1
Syndrome 4,DGCR8
Syndrome 4,DHFRP1
Syndrome 4,DHRS1
Syndrome 4,DHRS13
Syndrome 4,DHRS2
Syndrome 4,DHRS4
Syndrome 4,DHRS7B
Syndrome 4,DHRS7C
Syndrome 4,DKK4
Syndrome 4,DLL3
Syndrome 4,DLL4
Syndrome 4,DLX6
Syndrome 4,DMXL1
Syndrome 4,DMXL2
Syndrome 4,DNHD1
Syndrome 4,DNTTIP2
Syndrome 4,DOCK5
Syndrome 4,DOK6
Syndrome 4,DOLK
Syndrome 4,DOP1A
Syndrome 4,DPH3
Syndrome 4,DRAP1
Syndrome 4,DSE
Syndrome 4,DTD2
Syndrome 4,DTNA
Syndrome 4,DTWD1
Syndrome 4,DYDC2
Syndrome 4,DYNC2I2
Syndrome 4,E2F4
Syndrome 4,ECD
Syndrome 4,ECI2
Syndrome 4,EDA2R
Syndrome 4,EDN1
Syndrome 4,EDNRA
Syndrome 4,EEF1AKMT1
Syndrome 4,EEF1AKMT2
Syndrome 4,EEF1AKMT3
Syndrome 4,EFCAB8
Syndrome 4,EFR3A
Syndrome 4,EGFL7
Syndrome 4,EI24
Syndrome 4,EID2B
Syndrome 4,EIF2S2
Syndrome 4,EIF4E2
Syndrome 4,ELANE
Syndrome 4,ELF4
Syndrome 4,ELMOD2
Syndrome 4,ELOVL1
Syndrome 4,ELOVL3
Syndrome 4,ELSPBP1
Syndrome 4,EMP1
Syndrome 4,ENOX2
Syndrome 4,ENPP1
Syndrome 4,ENPP2
Syndrome 4,ENPP3
Syndrome 4,ENPP4
Syndrome 4,ENPP6
Syndrome 4,ENTPD3
Syndrome 4,EPHX2
Syndrome 4,EPN3
Syndrome 4,EPS8
Syndrome 4,EPS8L2
Syndrome 4,EQTN
Syndrome 4,ERGIC2
Syndrome 4,ERN1
Syndrome 4,ESAM
Syndrome 4,ESM1
Syndrome 4,ETNK1
Syndrome 4,ETNK2
Syndrome 4,EVA1A
Syndrome 4,EVA1C
Syndrome 4,EXOC2
Syndrome 4,EXOC4
Syndrome 4,EXOC5
Syndrome 4,EXOC6
Syndrome 4,EXOSC8
Syndrome 4,EXOSC9
Syndrome 4,F10
Syndrome 4,F11R
Syndrome 4,F12
Syndrome 4,F13A1
Syndrome 4,F9
Syndrome 4,FAM114A1
Syndrome 4,FAM117A
Syndrome 4,FAM117B
Syndrome 4,FAM120C
Syndrome 4,FAM135A
Syndrome 4,FAM13B
Syndrome 4,FAM162A
Syndrome 4,FAM171A1
Syndrome 4,FAM174A
Syndrome 4,FAM177A1
Syndrome 4,FAM193A
Syndrome 4,FAM193B
Syndrome 4,FAM209A
Syndrome 4,FAM209B
Syndrome 4,FAM20A
Syndrome 4,FAM20B
Syndrome 4,FAM222A
Syndrome 4,FAM50A
Syndrome 4,FAM53C
Syndrome 4,FAM83D
Syndrome 4,FAM98A
Syndrome 4,FAM98B
Syndrome 4,FAN1
Syndrome 4,FANCB
Syndrome 4,FARP1
Syndrome 4,FARP2
Syndrome 4,FASTKD1
Syndrome 4,FASTKD2
Syndrome 4,FBLN2
Syndrome 4,FBLN7
Syndrome 4,FBN3
Syndrome 4,FBXL2
Syndrome 4,FBXL6
Syndrome 4,FBXO10
Syndrome 4,FBXO11
Syndrome 4,FBXO2
Syndrome 4,FBXO25
Syndrome 4,FBXO28
Syndrome 4,FBXO41
Syndrome 4,FBXO44
Syndrome 4,FBXO6
Syndrome 4,FBXW9
Syndrome 4,FCAR
Syndrome 4,FCER1G
Syndrome 4,FCHSD2
Syndrome 4,FEZ2
Syndrome 4,FGF10
Syndrome 4,FGFBP3
Syndrome 4,FGL2
Syndrome 4,FITM1
Syndrome 4,FLVCR2
Syndrome 4,FN1
Syndrome 4,FNDC5
Syndrome 4,FOLR1
Syndrome 4,FOLR2
Syndrome 4,FOXA3
Syndrome 4,FOXP1
Syndrome 4,FPGT
Syndrome 4,FRAT2
Syndrome 4,FRMD5
Syndrome 4,FUT8
Syndrome 4,FXYD5
Syndrome 4,GABBR2
Syndrome 4,GABRB2
Syndrome 4,GABRB3
Syndrome 4,GABRD
Syndrome 4,GABRP
Syndrome 4,GAL3ST1
Syndrome 4,GALC
Syndrome 4,GALE
Syndrome 4,GALNT13
Syndrome 4,GALNT15
Syndrome 4,GALNT17
Syndrome 4,GALNT18
Syndrome 4,GALNT4
Syndrome 4,GALNT5
Syndrome 4,GALNT6
Syndrome 4,GALNT7
Syndrome 4,GALNT8
Syndrome 4,GALNT9
Syndrome 4,GALNTL5
Syndrome 4,GALNTL6
Syndrome 4,GAREM1
Syndrome 4,GASK1B
Syndrome 4,GATM
Syndrome 4,GCAT
Syndrome 4,GET1
Syndrome 4,GFRA3
Syndrome 4,GINS4
Syndrome 4,GJA1
Syndrome 4,GLB1
Syndrome 4,GLB1L
Syndrome 4,GLB1L2
Syndrome 4,GLCCI1
Syndrome 4,GLCE
Syndrome 4,GLOD4
Syndrome 4,GLT8D1
Syndrome 4,GLTP
Syndrome 4,GLTPD2
Syndrome 4,GLUD1
Syndrome 4,GLUD2
Syndrome 4,GLYAT
Syndrome 4,GLYATL1
Syndrome 4,GMFG
Syndrome 4,GNA13
Syndrome 4,GNPTAB
Syndrome 4,GOLT1A
Syndrome 4,GOT1
Syndrome 4,GOT2
Syndrome 4,GPAA1
Syndrome 4,GPANK1
Syndrome 4,GPC1
Syndrome 4,GPHA2
Syndrome 4,GPI
Syndrome 4,GPN1
Syndrome 4,GPR35
Syndrome 4,GPT
Syndrome 4,GPT2
Syndrome 4,GRIA1
Syndrome 4,GRIA4
Syndrome 4,GRIN1
Syndrome 4,GRIN2A
Syndrome 4,GRIN3A
Syndrome 4,GSDMB
Syndrome 4,GSDME
Syndrome 4,GTF2E2
Syndrome 4,GUCD1
Syndrome 4,GUCY1B1
Syndrome 4,GUF1
Syndrome 4,GZMA
Syndrome 4,GZMB
Syndrome 4,GZMH
Syndrome 4,GZMK
Syndrome 4,GZMM
Syndrome 4,H1-10
Syndrome 4,H3C15
Syndrome 4,HABP2
Syndrome 4,HACD2
Syndrome 4,HAUS1
Syndrome 4,HCFC1R1
Syndrome 4,HCLS1
Syndrome 4,HECTD2
Syndrome 4,HECTD4
Syndrome 4,HELZ
Syndrome 4,HERC2
Syndrome 4,HEXB
Syndrome 4,HEXIM2
Syndrome 4,HGF
Syndrome 4,HGFAC
Syndrome 4,HHEX
Syndrome 4,HHLA3
Syndrome 4,HINT3
Syndrome 4,HK1
Syndrome 4,HLA-A
Syndrome 4,HLA-B
Syndrome 4,HLA-C
Syndrome 4,HLA-DMA
Syndrome 4,HMGCR
Syndrome 4,HMX1
Syndrome 4,HNRNPA0
Syndrome 4,HNRNPK
Syndrome 4,HOOK2
Syndrome 4,HOOK3
Syndrome 4,HOXA3
Syndrome 4,HOXA4
Syndrome 4,HOXD1
Syndrome 4,HP
Syndrome 4,HPF1
Syndrome 4,HPN
Syndrome 4,HPR
Syndrome 4,HPX
Syndrome 4,HS2ST1
Syndrome 4,HS3ST5
Syndrome 4,HSD11B1L
Syndrome 4,HSD11B2
Syndrome 4,HSD17B11
Syndrome 4,HSD17B13
Syndrome 4,HSD17B14
Syndrome 4,HTR2A
Syndrome 4,HTR3B
Syndrome 4,HTR3C
Syndrome 4,HTR3D
Syndrome 4,HTR3E
Syndrome 4,HTR7
Syndrome 4,ICAM3
Syndrome 4,IFI27L1
Syndrome 4,IFI30
Syndrome 4,IFNAR1
Syndrome 4,IFT172
Syndrome 4,IFT80
Syndrome 4,IGDCC4
Syndrome 4,IGF1R
Syndrome 4,IGF2
Syndrome 4,IL20RB
Syndrome 4,IL21
Syndrome 4,IL21R
Syndrome 4,IL22RA1
Syndrome 4,IL2RG
Syndrome 4,IL32
Syndrome 4,IL34
Syndrome 4,IMMP1L
Syndrome 4,IMMP2L
Syndrome 4,IMMT
Syndrome 4,INKA2
Syndrome 4,INO80
Syndrome 4,INO80B
Syndrome 4,INTS13
Syndrome 4,INTS8
Syndrome 4,INTU
Syndrome 4,IPO8
Syndrome 4,IQCF1
Syndrome 4,IRAK1BP1
Syndrome 4,IRF2BPL
Syndrome 4,ISOC1
Syndrome 4,ITGA2B
Syndrome 4,ITGA5
Syndrome 4,ITGAL
Syndrome 4,ITGB1
Syndrome 4,ITPR2
Syndrome 4,ITPRIPL1
Syndrome 4,IZUMO1R
Syndrome 4,JAG2
Syndrome 4,JAML
Syndrome 4,KATNAL1
Syndrome 4,KBTBD3
Syndrome 4,KBTBD4
Syndrome 4,KBTBD7
Syndrome 4,KCTD13
Syndrome 4,KCTD14
Syndrome 4,KCTD6
Syndrome 4,KHNYN
Syndrome 4,KIAA0753
Syndrome 4,KIAA0895L
Syndrome 4,KIAA1586
Syndrome 4,KLHDC2
Syndrome 4,KLHL14
Syndrome 4,KLHL2
Syndrome 4,KLHL5
Syndrome 4,KLHL9
Syndrome 4,KLK1
Syndrome 4,KLK10
Syndrome 4,KLK11
Syndrome 4,KLK12
Syndrome 4,KLK13
Syndrome 4,KLK14
Syndrome 4,KLK15
Syndrome 4,KLK2
Syndrome 4,KLK4
Syndrome 4,KLK6
Syndrome 4,KLK7
Syndrome 4,KLK8
Syndrome 4,KLK9
Syndrome 4,KLKB1
Syndrome 4,KREMEN1
Syndrome 4,KRT20
Syndrome 4,KTI12
Syndrome 4,KYNU
Syndrome 4,LAMA1
Syndrome 4,LAMA2
Syndrome 4,LAMA5
Syndrome 4,LAMB3
Syndrome 4,LAMC1
Syndrome 4,LAPTM5
Syndrome 4,LBH
Syndrome 4,LCAT
Syndrome 4,LCN15
Syndrome 4,LCT
Syndrome 4,LDHA
Syndrome 4,LDHB
Syndrome 4,LENG8
Syndrome 4,LETM2
Syndrome 4,LGALS12
Syndrome 4,LGALS13
Syndrome 4,LGALS14
Syndrome 4,LGALS16
Syndrome 4,LGALS4
Syndrome 4,LGALS9B
Syndrome 4,LGALS9C
Syndrome 4,LIM2
Syndrome 4,LIPH
Syndrome 4,LMBRD1
Syndrome 4,LMO7
Syndrome 4,LNP1
Syndrome 4,LNX2
Syndrome 4,LONRF1
Syndrome 4,LOXL2
Syndrome 4,LPA
Syndrome 4,LPXN
Syndrome 4,LSMEM1
Syndrome 4,LTF
Syndrome 4,LYSMD2
Syndrome 4,LZTR1
Syndrome 4,MACROD1
Syndrome 4,MAGED1
Syndrome 4,MALSU1
Syndrome 4,MAN2B1
Syndrome 4,MAOB
Syndrome 4,MAP3K12
Syndrome 4,MAP3K13
Syndrome 4,MAP4K1
Syndrome 4,MAP7D1
Syndrome 4,MASP1
Syndrome 4,MASP2
Syndrome 4,MBD6
Syndrome 4,MBIP
Syndrome 4,MBNL2
Syndrome 4,ME1
Syndrome 4,ME2
Syndrome 4,MED10
Syndrome 4,MED21
Syndrome 4,MED30
Syndrome 4,MED7
Syndrome 4,MEGF6
Syndrome 4,MEGF9
Syndrome 4,METTL21A
Syndrome 4,METTL5
Syndrome 4,METTL7B
Syndrome 4,MFSD10
Syndrome 4,MFSD11
Syndrome 4,MFSD8
Syndrome 4,MIA2
Syndrome 4,MIB2
Syndrome 4,MICB
Syndrome 4,MIDN
Syndrome 4,MIOS
Syndrome 4,MIPOL1
Syndrome 4,MIR301B
Syndrome 4,MIXL1
Syndrome 4,MLLT3
Syndrome 4,MMP15
Syndrome 4,MMP16
Syndrome 4,MMP17
Syndrome 4,MMP19
Syndrome 4,MMP20
Syndrome 4,MMP21
Syndrome 4,MMP23A
Syndrome 4,MMP25
Syndrome 4,MMP26
Syndrome 4,MMP8
Syndrome 4,MN1
Syndrome 4,MOB1B
Syndrome 4,MOGAT2
Syndrome 4,MORC4
Syndrome 4,MPC1
Syndrome 4,MPC2
Syndrome 4,MPZ
Syndrome 4,MRGPRX3
Syndrome 4,MRI1
Syndrome 4,MROH1
Syndrome 4,MROH8
Syndrome 4,MRPL23
Syndrome 4,MRPL47
Syndrome 4,MRPL50
Syndrome 4,MRPS31
Syndrome 4,MSANTD1
Syndrome 4,MST1
Syndrome 4,MSX1
Syndrome 4,MSX2
Syndrome 4,MTERF2
Syndrome 4,MTIF2
Syndrome 4,MTMR4
Syndrome 4,MTREX
Syndrome 4,MTSS1
Syndrome 4,MUC15
Syndrome 4,MYB
Syndrome 4,N6AMT1
Syndrome 4,NAA80
Syndrome 4,NAP1L5
Syndrome 4,NAPB
Syndrome 4,NAT14
Syndrome 4,NAT9
Syndrome 4,NCKIPSD
Syndrome 4,NDFIP2
Syndrome 4,NECTIN1
Syndrome 4,NECTIN2
Syndrome 4,NECTIN3
Syndrome 4,NECTIN4
Syndrome 4,NEFM
Syndrome 4,NEK4
Syndrome 4,NFS1
Syndrome 4,NGF
Syndrome 4,NIN
Syndrome 4,NINJ2
Syndrome 4,NIPSNAP3A
Syndrome 4,NKAIN1
Syndrome 4,NKD2
Syndrome 4,NKIRAS1
Syndrome 4,NLK
Syndrome 4,NOP9
Syndrome 4,NOTCH2NLB
Syndrome 4,NOX3
Syndrome 4,NPC1L1
Syndrome 4,NSMF
Syndrome 4,NSRP1
Syndrome 4,NTAN1
Syndrome 4,NTRK1
Syndrome 4,NUBPL
Syndrome 4,NUDCD2
Syndrome 4,NUDT12
Syndrome 4,NUDT14
Syndrome 4,OAF
Syndrome 4,OAT
Syndrome 4,ODAM
Syndrome 4,OLFML1
Syndrome 4,OLFML2A
Syndrome 4,OLFML2B
Syndrome 4,OPRK1
Syndrome 4,ORC2
Syndrome 4,OSBPL10
Syndrome 4,OSBPL3
Syndrome 4,OSBPL8
Syndrome 4,OSGIN2
Syndrome 4,OSTF1
Syndrome 4,OTUD6B
Syndrome 4,OVCH1
Syndrome 4,P4HA1
Syndrome 4,PABPC1L
Syndrome 4,PALMD
Syndrome 4,PAQR3
Syndrome 4,PAQR8
Syndrome 4,PAQR9
Syndrome 4,PCNX3
Syndrome 4,PCNX4
Syndrome 4,PCTP
Syndrome 4,PCYT1B
Syndrome 4,PDGFC
Syndrome 4,PDHX
Syndrome 4,PDIK1L
Syndrome 4,PDK2
Syndrome 4,PEAR1
Syndrome 4,PECR
Syndrome 4,PEX6
Syndrome 4,PGAP1
Syndrome 4,PGBD1
Syndrome 4,PGBD3
Syndrome 4,PGM1
Syndrome 4,PGS1
Syndrome 4,PHF14
Syndrome 4,PHKA2
Syndrome 4,PHKB
Syndrome 4,PHLDB2
Syndrome 4,PHYHIPL
Syndrome 4,PHYKPL
Syndrome 4,PIEZO2
Syndrome 4,PIF1
Syndrome 4,PIGN
Syndrome 4,PIGZ
Syndrome 4,PIK3AP1
Syndrome 4,PITHD1
Syndrome 4,PKLR
Syndrome 4,PKM
Syndrome 4,PKP2
Syndrome 4,PKP4
Syndrome 4,PLAC8L1
Syndrome 4,PLAG1
Syndrome 4,PLAT
Syndrome 4,PLEKHG4
Syndrome 4,PLEKHH1
Syndrome 4,PLEKHM1
Syndrome 4,PLK3
Syndrome 4,PLTP
Syndrome 4,PLXNC1
Syndrome 4,PNMA1
Syndrome 4,POC1B-GALNT4
Syndrome 4,POLE
Syndrome 4,POLR3D
Syndrome 4,POPDC2
Syndrome 4,POU2AF1
Syndrome 4,PPARGC1A
Syndrome 4,PPFIA4
Syndrome 4,PPIF
Syndrome 4,PPM1H
Syndrome 4,PPP1R18
Syndrome 4,PPP1R21
Syndrome 4,PPP1R3D
Syndrome 4,PPP2R3C
Syndrome 4,PPP6R2
Syndrome 4,PRAP1
Syndrome 4,PRDM10
Syndrome 4,PRELID2
Syndrome 4,PRG4
Syndrome 4,PRKD3
Syndrome 4,PRKRIP1
Syndrome 4,PRR7
Syndrome 4,PRRC2B
Syndrome 4,PRRT1
Syndrome 4,PRSS12
Syndrome 4,PRSS21
Syndrome 4,PRSS22
Syndrome 4,PRSS27
Syndrome 4,PRSS3
Syndrome 4,PRSS33
Syndrome 4,PRSS36
Syndrome 4,PRSS37
Syndrome 4,PRSS38
Syndrome 4,PRSS40A
Syndrome 4,PRSS42P
Syndrome 4,PRSS45P
Syndrome 4,PRSS46P
Syndrome 4,PRSS48
Syndrome 4,PRSS50
Syndrome 4,PRSS53
Syndrome 4,PRSS54
Syndrome 4,PRSS55
Syndrome 4,PRSS57
Syndrome 4,PRSS58
Syndrome 4,PRSS8
Syndrome 4,PRTN3
Syndrome 4,PSD4
Syndrome 4,PSMG4
Syndrome 4,PSTPIP1
Syndrome 4,PTBP2
Syndrome 4,PTCHD4
Syndrome 4,PTGER1
Syndrome 4,PTGFRN
Syndrome 4,PTK2B
Syndrome 4,PTPMT1
Syndrome 4,PTPRN2
Syndrome 4,PYGL
Syndrome 4,PYGM
Syndrome 4,QPCT
Syndrome 4,QRICH2
Syndrome 4,RAB20
Syndrome 4,RAB23
Syndrome 4,RAB3B
Syndrome 4,RAB42
Syndrome 4,RABEPK
Syndrome 4,RAD17
Syndrome 4,RALGDS
Syndrome 4,RAMP1
Syndrome 4,RANBP10
Syndrome 4,RANBP6
Syndrome 4,RAPH1
Syndrome 4,RAPSN
Syndrome 4,RAVER2
Syndrome 4,RBCK1
Syndrome 4,RBM12
Syndrome 4,RBM19
Syndrome 4,RBM3
Syndrome 4,RBM38
Syndrome 4,RBM4B
Syndrome 4,RBMS2
Syndrome 4,RDH10
Syndrome 4,RECK
Syndrome 4,REEP3
Syndrome 4,REEP6
Syndrome 4,RELN
Syndrome 4,REN
Syndrome 4,RESF1
Syndrome 4,RFFL
Syndrome 4,RFK
Syndrome 4,RFPL3S
Syndrome 4,RFWD3
Syndrome 4,RFXAP
Syndrome 4,RHBDD2
Syndrome 4,RHBDD3
Syndrome 4,RHOT1
Syndrome 4,RILPL2
Syndrome 4,RINT1
Syndrome 4,RIPPLY3
Syndrome 4,RMND1
Syndrome 4,RNF112
Syndrome 4,RNF14
Syndrome 4,RNF146
Syndrome 4,RNF213
Syndrome 4,RNF24
Syndrome 4,RPAP1
Syndrome 4,RPL18A
Syndrome 4,RPP40
Syndrome 4,RRM1
Syndrome 4,RSL1D1
Syndrome 4,RUSF1
Syndrome 4,RWDD2A
Syndrome 4,RWDD2B
Syndrome 4,RXRB
Syndrome 4,S100A4
Syndrome 4,SAFB2
Syndrome 4,SAMD7
Syndrome 4,SAP30L
Syndrome 4,SAPCD2
Syndrome 4,SART1
Syndrome 4,SCFD2
Syndrome 4,SCG5
Syndrome 4,SCLT1
Syndrome 4,SCP2
Syndrome 4,SCUBE3
Syndrome 4,SDHA
Syndrome 4,SDR16C5
Syndrome 4,SDR9C7
Syndrome 4,SEC11A
Syndrome 4,SEC11C
Syndrome 4,SELENOO
Syndrome 4,SEMA3D
Syndrome 4,SEMA3E
Syndrome 4,SEMA4A
Syndrome 4,SEMA4C
Syndrome 4,SEMA4F
Syndrome 4,SEMA5A
Syndrome 4,SEMA5B
Syndrome 4,SEMA6C
Syndrome 4,SEMA6D
Syndrome 4,SEMA7A
Syndrome 4,SENP7
Syndrome 4,SEPSECS
Syndrome 4,SERINC2
Syndrome 4,SETD5
Syndrome 4,SETDB2
Syndrome 4,SF3B4
Syndrome 4,SFT2D2
Syndrome 4,SH3RF3
Syndrome 4,SHMT1
Syndrome 4,SLC12A2
Syndrome 4,SLC12A3
Syndrome 4,SLC12A8
Syndrome 4,SLC12A9
Syndrome 4,SLC17A9
Syndrome 4,SLC18B1
Syndrome 4,SLC20A1
