EntrezID
3265
10395
10413
1499
174
207
213
2719
3091
4072
5290
5291
5293
5294
5728
6774
7157
7422
8743
8842
960
4609
5243
5594
5743
596
7070
7124
1029
1956
23411
4780
595
11009
2896
3569
5315
6868
7040
836
9940
1869
27232
3172
3383
392
4233
5468
6528
8091
92140
22914
2305
28951
290
5465
648
7027
7039
79923
8877
196
2146
217
2875
3066
3077
3099
3309
3429
3439
3558
3576
3725
4144
4193
5562
5563
5564
5595
5599
5716
6098
7015
80339
80781
8313
8878
1017
10499
10891
1525
1571
1646
182
1950
214
22943
2308
231
23326
23705
2475
29072
29126
302
3082
3146
3169
3315
3337
3339
3479
3480
3934
4170
4209
4313
4524
4851
5111
51280
5133
51547
5245
5347
5460
5573
5609
57447
5781
6304
6657
6696
6794
7099
7291
7515
8473
857
8678
8841
8856
90627
9970
10011
100507436
10059
10062
10232
10253
1033
10404
1050
105371045
10577
10631
10658
10855
10935
11060
113130
1163
1385
142
1490
1634
1728
1786
1788
1958
200315
2017
2034
2184
2185
2194
2203
221937
2272
22882
22934
23028
2309
2324
2335
23468
23481
23512
2353
2597
26230
2626
2645
26471
26524
2678
2697
282617
29028
3065
30968
310
3159
3178
3295
331
3313
3417
3458
3481
355
3586
3605
3608
3716
3717
3726
3791
3959
4082
4087
4088
4092
4143
4283
4288
4318
435
444
4485
4582
4613
4854
50943
51085
51164
51441
51548
5300
5328
540
54739
55353
55432
57016
57019
57154
57167
5733
5747
581
5894
5920
5970
6317
6319
6421
6426
6472
6502
6524
6646
6648
6714
673
6790
682
6926
6935
7104
7184
7272
729230
7364
7461
7514
7538
7852
8100
8140
83932
841
8431
8437
84654
864
8644
8660
8737
8795
8797
8850
8880
8932
898
9043
9094
9104
9146
9368
9429
947
9518
9582
9768
9839
9927
9971
10000
10002
10013
100133941
10024
10052
10058
10096
10131
102
10213
10220
10225
1026
10262
10268
1027
103
10397
10400
1048
1051
1052
10524
10542
10599
10612
10628
10642
10645
10664
10733
10788
1084
10894
10912
10919
10927
11016
1108
1111
1116
11186
11232
112616
11335
11339
114548
1147
114757
115509
116447
1192
12
124540
127700
128209
129563
1312
1365
1373
1374
1386
139341
1432
1434
144165
144455
1462
147841
1485
1500
1559
1565
157753
1586
1588
1654
1660
1672
168002
1735
1738
1803
1806
1855
1870
1892
1909
1965
196528
1977
1991
2002
2004
200765
2022
2023
2029
2064
2068
2078
2099
2100
2101
2104
2167
2180
220213
2241
2264
2273
2274
2275
22880
22937
2296
22974
23185
23213
23408
23413
23476
23650
23657
250
252839
2539
256394
25788
25937
25939
25984
26073
261726
2625
26276
26503
2658
27044
27122
2735
2737
274
27430
2829
2833
284111
285
2852
286077
286133
28959
2944
2950
2952
29766
29948
306
3075
308
3083
3098
31
3105
3123
3145
3149
3156
3164
3170
3181
3183
3192
3204
3206
3209
324
3242
328
330
3304
3308
340273
3418
3456
345651
348
3482
3484
3486
3572
3577
3611
362
366
3667
367
3673
3679
3732
374
3815
382
3838
3845
3853
387
3880
389421
389874
3925
3952
3953
3956
3965
4001
4015
405
4097
4100
412
4124
4153
4221
4255
4292
4323
4335
4353
4360
4363
4436
4440
4548
4552
4585
4616
462
4638
467
4678
468
4683
4690
4734
4735
4739
4751
4771
4790
4792
4830
4841
4869
4893
493856
4942
4953
4982
4988
5004
5008
501
5034
5037
50507
5052
50616
50628
5068
5071
5090
51
51009
5105
5106
51084
51129
51142
51176
51231
51278
51330
5134
51438
51506
51529
5156
51603
51663
51701
51741
5176
5205
5230
5244
5257
5265
53345
5339
53615
53827
53938
54210
5434
5451
54658
54881
5498
54984
55249
55275
55365
55544
55655
55727
55753
5584
55872
55893
55959
5597
5604
56163
5617
56477
56848
56884
56892
56984
57007
5710
57103
5725
57403
57506
5757
57608
57646
57650
57720
57798
5800
58490
586
5879
5901
5914
5915
5921
5922
5965
597
60
60489
6091
6117
6120
6232
6277
6296
634
6343
6344
6364
6387
6403
6414
64328
64419
6462
6469
64778
64850
64881
650
65108
6513
6517
6520
6554
657
6573
6590
6597
6609
6612
6613
6615
6623
6624
6659
6667
6690
6716
6737
6818
6894
6927
6928
6934
7001
7014
7024
7042
7046
7076
7082
7094
71
7114
7132
7150
7170
7178
7186
7187
7216
7251
7258
7276
7296
7341
7381
7412
7421
7443
7465
7490
7517
7518
7520
753
7543
7546
7707
7750
780
7849
79019
79026
79071
79258
79574
79618
79623
79626
79727
79805
79869
79955
79971
80243
80312
80315
80725
810
814
81532
81567
81631
81858
81930
8202
8208
827
8289
8295
8323
83439
83461
83667
837
8379
8405
8407
84171
84193
842
8443
8445
8451
84519
8462
84749
84864
84868
8490
8503
8505
8517
8574
8607
8650
8682
8685
8714
8741
8771
8772
8788
8826
8833
8835
8837
8838
890
891
8945
8974
89780
9021
9032
9076
9077
9113
9156
91614
922
9221
9232
9261
9271
929
9322
9360
9365
9370
9423
94241
9453
9557
9589
9631
9636
9655
9682
9734
977
9794
98
9965
9978
